"","study_id","TREATMENT"
"514","10.3390/plants12234012"," a non-inoculated combination"
"515","10.3390/plants12234012"," yeast"
"516","10.3390/plants12234012"," cu"
"517","10.3390/plants12234012"," non-amf inoculated"
"518","10.3390/plants12234012"," yeast inoculation"
"519","10.3390/plants12234012"," nm"
"520","10.3390/plants12234012"," treatment ny-nm"
"521","10.3390/plants12234012"," mg"
"522","10.3390/plants12234012"," mg-nm treatment"
"523","10.3390/plants12234012"," the treatment mg-cc"
"524","10.3390/plants12234012"," non-inoculated inoculated"
"525","10.3390/plants12234012"," amf"
"526","10.3390/plants12234012"," mix"
"527","10.3390/plants12234012"," non-inoculated ny"
"528","10.3390/plants12234012"," the mg-nm treatment"
"529","10.3390/plants12234012"," cc"
"530","10.3390/plants12234012"," the treatment ny-nm"
"531","10.3390/plants12234012"," rm"
"532","10.3390/plants12234012"," co-inoculation influenced"
"533","10.3390/plants12234012"," amf co-inoculation"
"534","10.1111/pce.14771","pgpr inoculating"
"535","10.1111/pce.14771"," inoculating"
"536","10.1111/pce.14771"," pgpr"
"537","10.1016/j.jenvman.2023.119509","low moderate"
"538","10.1016/j.jenvman.2023.119509"," low moderate high"
"539","10.1016/j.jenvman.2023.119509"," single amf"
"540","10.1016/j.jenvman.2023.119509"," amf"
"541","10.1016/j.jenvman.2023.119509"," multiple amf"
"542","10.1016/j.jenvman.2023.119509"," no amf"
"543","10.1016/j.jenvman.2023.119509"," three"
"544","10.1016/j.jenvman.2023.119509"," inoculating"
"545","10.1016/j.jenvman.2023.119509"," biodiversity complete sterilization"
"546","10.1016/j.jenvman.2023.119509"," inoculation"
"547","10.1016/j.jenvman.2023.119509"," three amf"
"548","10.1016/j.envpol.2023.122841","as stress"
"549","10.1016/j.envpol.2023.122841"," amf"
"550","10.1016/j.envpol.2023.122841"," as exposure"
"551","10.1016/j.envpol.2023.122841"," as"
"552","10.1016/j.envpol.2023.122841"," as mg/kg high"
"553","10.1016/j.envpol.2023.122841"," high"
"554","10.1016/j.envpol.2023.122841"," amf exposed"
"555","10.1016/j.envpol.2023.122841"," arsenic"
"556","10.1016/j.envpol.2023.122841"," arsenic as"
"557","10.1016/j.envpol.2023.122841"," light"
"558","10.1016/j.envpol.2023.122841"," as mg/kg"
"559","10.1016/j.envpol.2023.122841"," non-inoculated"
"560","10.1016/j.envpol.2023.122841"," mycorrhizal inoculation"
"561","10.1007/s10886-023-01455-w","four varieties"
"562","10.1007/s10886-023-01455-w"," amf"
"563","10.1007/s10886-023-01455-w"," without herbivores"
"564","10.1007/s10886-023-01455-w"," tomato varieties"
"565","10.1007/s10886-023-01455-w"," inoculated non-inoculated"
"566","10.1007/s10886-023-01455-w"," voc"
"567","10.3390/jof9100977","amf inoculation"
"568","10.3390/jof9100977"," the co-inoculation treatment"
"569","10.3390/jof9100977"," co-inoculation"
"570","10.3390/jof9100977"," co-inoculation treatment"
"571","10.3390/jof9100977"," amf"
"572","10.3390/jof9100977"," inoculation"
"573","10.3390/jof9100977"," the non-inoculated control"
"574","10.3390/jof9100977"," psb"
"575","10.3390/jof9100977"," non-inoculated control"
"576","10.3390/jof9100977"," amf psb"
"577","10.3390/jof9100977"," psb treatment amf + psb"
"578","10.3390/jof9100977"," nylon mesh"
"579","10.3390/jof9100977"," naoh-po"
"580","10.3390/jof9100977"," phosphate solubilizing bacteria"
"581","10.1007/s13205-023-03793-8","control plants"
"582","10.1007/s13205-023-03793-8"," amf-inoculated"
"583","10.1007/s13205-023-03793-8"," 18 amf"
"584","10.1007/s13205-023-03793-8"," amf"
"585","10.1007/s13205-023-03793-8"," non-seleniferous region"
"586","10.1007/s13205-023-03793-8"," 17 amf"
"587","10.1007/s13205-023-03793-8"," se"
"588","10.1007/s13205-023-03793-8"," non-seleniferous soil"
"589","10.1007/s13205-023-03793-8"," non-amf-inoculated plants"
"590","10.1007/s13205-023-03793-8"," non-seleniferous regions"
"591","10.1007/s13205-023-03793-8"," a consortium"
"592","10.1007/s13205-023-03793-8"," se-tolerant amf"
"593","10.1007/s13205-023-03793-8"," inoculated"
"594","10.1093/treephys/tpad130","five treatments"
"595","10.1093/treephys/tpad130"," the treatment noninoculated"
"596","10.1093/treephys/tpad130"," noninoculated"
"597","10.1093/treephys/tpad130"," inoculated"
"598","10.1093/treephys/tpad130"," zero one-fifth one-fourth"
"599","10.1093/treephys/tpad130"," one-fifth one-fourth one-third one-half"
"600","10.1093/treephys/tpad130"," root-pruned"
"601","10.1093/treephys/tpad130"," water"
"602","10.1093/treephys/tpad130"," amf the"
"603","10.1093/treephys/tpad130"," treatment noninoculated"
"604","10.1093/treephys/tpad130"," pruning root treatments all"
"605","10.1093/treephys/tpad130"," one-fourth one-half"
"606","10.1093/treephys/tpad130"," amf"
"607","10.1093/treephys/tpad130"," inoculation"
"608","10.1093/treephys/tpad130"," treatments zero one-fifth"
"609","10.1093/treephys/tpad130"," taproot length"
"610","10.1093/treephys/tpad130"," one-fourth one-third"
"611","10.1093/treephys/tpad130"," without inoculation"
"612","10.1093/treephys/tpad130"," pruning root treatments zero"
"613","10.3390/plants12193426","amf inoculated"
"614","10.3390/plants12193426"," inoculated"
"615","10.3390/plants12193426"," amf"
"616","10.1007/s00572-023-01126-4","combined"
"617","10.1007/s00572-023-01126-4"," amf"
"618","10.1007/s00572-023-01126-4"," phosphorus addition levels"
"619","10.1007/s00572-023-01126-4"," soil nutrient fertility"
"620","10.1007/s00572-023-01126-4"," four phosphorus"
"621","10.1007/s00572-023-01126-4"," mycorrhizal fungi"
"622","10.1007/s00572-023-01126-4"," mycorrhizal inoculation"
"623","10.1016/j.envres.2023.117219","control plants"
"624","10.1016/j.envres.2023.117219"," three factors"
"625","10.1016/j.envres.2023.117219"," gc‒ms assays"
"626","10.1016/j.envres.2023.117219"," combined inoculation"
"627","10.1016/j.envres.2023.117219"," stress"
"628","10.1016/j.envres.2023.117219"," am fungal"
"629","10.1016/j.envres.2023.117219"," normal groups"
"630","10.1016/j.envres.2023.117219"," synergistic treatments"
"631","10.1016/j.envres.2023.117219"," treatment"
"632","10.1016/j.envres.2023.117219"," amf bacillus"
"633","10.1016/j.envres.2023.117219"," rot disease stress"
"634","10.1016/j.envres.2023.117219"," stress groups"
"635","10.1016/j.scitotenv.2023.167289","cr root"
"636","10.1016/j.scitotenv.2023.167289"," non-amended treatment"
"637","10.1016/j.scitotenv.2023.167289"," biochar fungi combination"
"638","10.1016/j.scitotenv.2023.167289"," combined application"
"639","10.1016/j.scitotenv.2023.167289"," (cr"
"640","10.1016/j.scitotenv.2023.167289"," biochar"
"641","10.1016/j.scitotenv.2023.167289"," biochar am fungus"
"642","10.1016/j.scitotenv.2023.167289"," biochar am fungi"
"643","10.1016/j.scitotenv.2023.167289"," soil chromium"
"644","10.1016/j.scitotenv.2023.167289"," biochar level"
"645","10.1016/j.scitotenv.2023.167289"," biochar am fungi combination"
"646","10.1016/j.scitotenv.2023.167289"," cr"
"647","10.1016/j.scitotenv.2023.167289"," am fungal"
"648","10.1016/j.scitotenv.2023.167289"," am fungus"
"649","10.1016/j.scitotenv.2023.167289"," combined"
"650","10.1016/j.scitotenv.2023.167289"," cr plant"
"651","10.1016/j.scitotenv.2023.167289"," am"
"652","10.1016/j.scitotenv.2023.167289"," biochar mycorrhizal"
"653","10.1016/j.scitotenv.2023.167289"," the non-amended treatment"
"654","10.1016/j.scitotenv.2023.167289"," biochar application"
"655","10.1016/j.scitotenv.2023.167289"," the biochar highest level"
"656","10.7717/peerj.15686","different treatments"
"657","10.7717/peerj.15686"," five treatments"
"658","10.7717/peerj.15686"," commercial fertilizers"
"659","10.7717/peerj.15686"," inoculating"
"660","10.7717/peerj.15686"," mycorrhizae consortia"
"661","10.7717/peerj.15686"," consortia"
"662","10.7717/peerj.15686"," mycorrhizae"
"663","10.7717/peerj.15686"," fertilizers these"
"664","10.7717/peerj.15686"," the mycorrhizae"
"665","10.7717/peerj.15686"," mycorrhizal inoculation"
"666","10.1016/j.ecoenv.2023.115458","amf"
"667","10.1016/j.ecoenv.2023.115458"," high low"
"668","10.1016/j.ecoenv.2023.115458"," mineral nutrient"
"669","10.1016/j.ecoenv.2023.115458"," cd"
"670","10.1016/j.ecoenv.2023.115458"," cd   mg/kg"
"671","10.1016/j.ecoenv.2023.115458"," cadmium"
"672","10.3389/fpls.2023.1206047","pi"
"673","10.3389/fpls.2023.1206047"," soil inorganic phosphate"
"674","10.3389/fpls.2023.1206047"," co-cultivated"
"675","10.3389/fpls.2023.1206047"," pi maize"
"676","10.3389/fpls.2023.1206047"," controls"
"677","10.3389/fpls.2023.1206047"," the am fungus"
"678","10.3389/fpls.2023.1206047"," p chemical fertilizers"
"679","10.3389/fpls.2023.1206047"," non-mycorrhizal controls"
"680","10.3389/fpls.2023.1206047"," nutrient limitation"
"681","10.3389/fpls.2023.1206047"," inoculated walnut"
"682","10.3389/fpls.2023.1206047"," inoculum"
"683","10.3389/fpls.2023.1206047"," non-mycorrhizal"
"684","10.3389/fpls.2023.1206047"," cmn"
"685","10.3389/fpls.2023.1206047"," pi limitation"
"686","10.3390/microorganisms11082012","inoculated plants"
"687","10.3390/microorganisms11082012"," fungi-inoculated"
"688","10.3390/microorganisms11082012"," am fungi-inoculated"
"689","10.3390/microorganisms11082012"," am fungal"
"690","10.3390/microorganisms11082012"," inoculation treatment"
"691","10.3390/microorganisms11082012"," inoculation"
"692","10.3390/microorganisms11082012"," am fungi"
"693","10.3389/fpls.2023.1222557","co-inoculation"
"694","10.3389/fpls.2023.1222557"," pgpm microorganisms"
"695","10.3389/fpls.2023.1222557"," amf"
"696","10.3389/fpls.2023.1222557"," weight activity gpox"
"697","10.3389/fpls.2023.1222557"," microorganism consortia"
"698","10.3389/fpls.2023.1222557"," consortia claroideum beg96 beg beg92 beg199 beg140"
"699","10.3389/fpls.2023.1222557"," all treatments"
"700","10.3389/fpls.2023.1222557"," amf efficiency"
"701","10.3389/fpls.2023.1222557"," pgpm"
"702","10.3389/fpls.2023.1222557"," azospirillum brasilense az"
"703","10.3389/fpls.2023.1222557"," inoculated amf+s"
"704","10.3389/fpls.2023.1222557"," salinity"
"705","10.3389/fpls.2023.1222557"," inoculated"
"706","10.3389/fpls.2023.1222557"," amf consortia"
"707","10.3389/fpls.2023.1222557"," pgpm consortia composed"
"708","10.3390/toxics11070582","single inoculation"
"709","10.3390/toxics11070582"," amf biochar"
"710","10.3390/toxics11070582"," biochar"
"711","10.3390/toxics11070582"," cadmium-contaminated soil"
"712","10.3390/toxics11070582"," fungi mendocina"
"713","10.3390/toxics11070582"," the combination"
"714","10.3390/toxics11070582"," when inoculated"
"715","10.3390/toxics11070582"," medium"
"716","10.3390/toxics11070582"," inoculation"
"717","10.3390/toxics11070582"," amf caledonium"
"718","10.3390/toxics11070582"," amf"
"719","10.3390/toxics11070582"," single mixed inoculation"
"720","10.3390/toxics11070582"," inoculation simultaneous"
"721","10.3390/toxics11070582"," high"
"722","10.3390/toxics11070582"," mendocina amf"
"723","10.3390/toxics11070582"," three microorganisms"
"724","10.3390/toxics11070582"," amf inoculated alone"
"725","10.3390/toxics11070582"," combined"
"726","10.3390/toxics11070582"," the inoculation"
"727","10.3390/toxics11070582"," amf alone"
"728","10.3390/toxics11070582"," all treatments"
"729","10.3390/toxics11070582"," cd"
"730","10.3390/toxics11070582"," three"
"731","10.3390/toxics11070582"," low"
"732","10.1111/gcb.16886","amf"
"733","10.1111/gcb.16886"," the inoculated amf"
"734","10.1111/gcb.16886"," soc"
"735","10.1111/gcb.16886"," mycorrhizae"
"736","10.1111/gcb.16886"," when combined"
"737","10.1093/aob/mcad095","no3-"
"738","10.1093/aob/mcad095"," colonization"
"739","10.1093/aob/mcad095"," amf"
"740","10.1093/aob/mcad095"," low soil water"
"741","10.1093/aob/mcad095"," amf colonization"
"742","10.1093/aob/mcad095"," either colonized colonized"
"743","10.1093/aob/mcad095"," water"
"744","10.1093/aob/mcad095"," amf-colonized"
"745","10.1093/aob/mcad095"," non-colonized plants"
"746","10.1093/aob/mcad095"," not colonized"
"747","10.1093/aob/mcad095"," inoculation"
"748","10.1093/aob/mcad095"," soil water"
"749","10.1093/aob/mcad095"," amf colonized"
"750","10.3389/fmicb.2023.1184070","combined"
"751","10.3389/fmicb.2023.1184070"," microbiological"
"752","10.3389/fmicb.2023.1184070"," inoculated bacteria"
"753","10.3389/fmicb.2023.1184070"," the inoculation"
"754","10.3389/fmicb.2023.1184070"," rhizobacteria inoculation"
"755","10.3389/fmicb.2023.1184070"," a combination"
"756","10.3389/fmicb.2023.1184070"," non-planted non-inoculated"
"757","10.3389/fmicb.2023.1184070"," the amendment"
"758","10.3389/fmicb.2023.1184070"," soil compost w/w"
"759","10.3389/fmicb.2023.1184070"," mycorrhizae myc"
"760","10.3389/fmicb.2023.1184070"," cu"
"761","10.3389/fmicb.2023.1184070"," non-amended"
"762","10.3389/fmicb.2023.1184070"," inoculation"
"763","10.3389/fmicb.2023.1184070"," non inoculated (ni"
"764","10.3389/fmicb.2023.1184070"," pgp"
"765","10.3389/fmicb.2023.1184070"," inoculated"
"766","10.3389/fmicb.2023.1184070"," co-cropping"
"767","10.3389/fmicb.2023.1184070"," pgpmyc"
"768","10.1016/j.envpol.2023.122146","pp"
"769","10.1016/j.envpol.2023.122146"," with without"
"770","10.1016/j.envpol.2023.122146"," microplastics"
"771","10.1016/j.envpol.2023.122146"," n fertilizer"
"772","10.1016/j.envpol.2023.122146"," without inoculation"
"773","10.1016/j.envpol.2023.122146"," pp-contaminated soils"
"774","10.1016/j.envpol.2023.122146"," with"
"775","10.1016/j.envpol.2023.122146"," am fungi"
"776","10.3390/jof9060684","amf inoculation"
"777","10.3390/jof9060684"," the inoculation"
"778","10.3390/jof9060684"," uninoculated treatments"
"779","10.3390/jof9060684"," amf"
"780","10.3390/jof9060684"," respectively uninoculated"
"781","10.3390/jof9060684"," hm"
"782","10.3390/jof9060677","low moderate"
"783","10.3390/jof9060677"," co-inoculation"
"784","10.3390/jof9060677"," amf"
"785","10.3390/jof9060677"," as low"
"786","10.3390/jof9060677"," treatments as25"
"787","10.3390/jof9060677"," as"
"788","10.3390/jof9060677"," the co-inoculation"
"789","10.3390/jof9060677"," treatment as25"
"790","10.3390/jof9060677"," low as25 as50"
"791","10.3390/jof9060677"," as25 as50"
"792","10.3390/jof9060677"," as50 treatments"
"793","10.3390/jof9060677"," arsenic as"
"794","10.3390/jof9060677"," amf fe"
"795","10.3390/jof9060677"," amf compounds mosseae"
"796","10.1016/j.scitotenv.2023.164970","(cr)"
"797","10.1016/j.scitotenv.2023.164970"," amf"
"798","10.1016/j.scitotenv.2023.164970"," chromium cr"
"799","10.1016/j.scitotenv.2023.164970"," cdf"
"800","10.1016/j.scitotenv.2023.164970"," cr"
"801","10.1016/j.scitotenv.2023.164970"," rhizosphere microbial"
"802","10.1016/j.scitotenv.2023.164970"," rhizosphere microorganisms"
"803","10.3389/fmicb.2023.1131797","bc"
"804","10.3389/fmicb.2023.1131797"," bc co-inoculation"
"805","10.3389/fmicb.2023.1131797"," amf dominant constrictum sc cereus"
"806","10.3389/fmicb.2023.1131797"," sc + bc"
"807","10.3389/fmicb.2023.1131797"," single inoculation"
"808","10.3389/fmicb.2023.1131797"," sc   inoculation"
"809","10.3389/fmicb.2023.1131797"," amf bacillus"
"810","10.3389/fmicb.2023.1131797"," the sc co-inoculation"
"811","10.3389/fmicb.2023.1131797"," inoculation"
"812","10.3389/fmicb.2023.1131797"," sc bc inoculation"
"813","10.3389/fmicb.2023.1131797"," amf"
"814","10.3389/fmicb.2023.1131797"," bacillus"
"815","10.3389/fmicb.2023.1131797"," sc co-inoculation"
"816","10.3389/fmicb.2023.1131797"," inoculation dual"
"817","10.3389/fmicb.2023.1131797"," bc inoculation"
"818","10.3389/fmicb.2023.1131797"," sc bc inoculation  "
"819","10.3389/fmicb.2023.1131797"," bc + sc"
"820","10.3389/fmicb.2023.1131797"," the uninoculated treatment"
"821","10.3389/fmicb.2023.1131797"," sc bc"
"822","10.3389/fmicb.2023.1131797"," uninoculated treatment"
"823","10.3389/fmicb.2023.1131797"," sc inoculation  "
"824","10.3389/fpls.2023.1134995","four amf"
"825","10.3389/fpls.2023.1134995"," n treatment"
"826","10.3389/fpls.2023.1134995"," soil type"
"827","10.3389/fpls.2023.1134995"," amf"
"828","10.3389/fpls.2023.1134995"," nh4 tn"
"829","10.3389/fpls.2023.1134995"," the inoculation"
"830","10.3389/fpls.2023.1134995"," sand treatments"
"831","10.3389/fpls.2023.1134995"," non-mineralized"
"832","10.3389/fpls.2023.1134995"," infected"
"833","10.3389/fpls.2023.1134995"," n sand"
"834","10.3389/fpls.2023.1134995"," ts"
"835","10.3389/fpls.2023.1134995"," nitrogen ammonium content"
"836","10.3389/fpls.2023.1134995"," tc"
"837","10.3389/fpls.2023.1134995"," control group"
"838","10.3389/fpls.2023.1134995"," sand treatment"
"839","10.3389/fpls.2023.1134995"," tn"
"840","10.3389/fpls.2023.1134995"," total sulfur"
"841","10.3390/microorganisms11051144","drought treatment"
"842","10.3390/microorganisms11051144"," drought no treatment"
"843","10.3390/microorganisms11051144"," drought severe"
"844","10.3390/microorganisms11051144"," amf native"
"845","10.3390/microorganisms11051144"," drought % % moderate"
"846","10.3390/microorganisms11051144"," amf"
"847","10.3390/microorganisms11051144"," moderate no"
"848","10.3390/microorganisms11051144"," control treatment"
"849","10.3390/microorganisms11051144"," drought"
"850","10.3390/microorganisms11051144"," (30%"
"851","10.3390/microorganisms11051144"," soil water"
"852","10.3390/microorganisms11051144"," drought moderate"
"853","10.3390/microorganisms11051113","inoculum c"
"854","10.3390/microorganisms11051113"," inoculum b"
"855","10.3390/microorganisms11051113"," amf"
"856","10.3390/microorganisms11051113"," inoculum"
"857","10.3390/microorganisms11051113"," without biochar"
"858","10.3390/microorganisms11051113"," inoculum a"
"859","10.3390/microorganisms11051113"," biochar"
"860","10.3390/microorganisms11051113"," when inoculated"
"861","10.3390/plants12112195","p"
"862","10.3390/plants12112195"," intraspecific ( intra-"
"863","10.3390/plants12112195"," amf"
"864","10.3390/plants12112195"," phosphorus addition"
"865","10.3390/plants12112195"," amf inoculation levels"
