"","DOI","TREATMENT","INOCTYPE","RESPONSE","SOILTYPE","FIELDGREENHOUSE","LANDUSE","ECOTYPE","ECOREGION","LOCATION","journal"
"253","10.1007/s00122-010-1501-8","genotype each grown; AMF; not R; QTLs; QTLs contributing; sterile soil; QTLs Co-segregating; inoculated; non-inoculated","arbuscular mycorrhizal fungus (AMF); Glomus intraradices; intraradices G. non-inoculated; cepa AMF Glomus intraradices","response biomass; Biomass; biomass; plant biomass",NA,NA,NA,"modern onion; a A. tri-hybrid cepa ×; fistulosum; cepa tri-hybrid; Allium cepa; A. roylei fistulosum; A. fistulosum; onion",NA,NA,"Theoretical and Applied Genetics"
"254",NA,"mycorrhizal fungi; As; nutrient medium; hydroponic culture; water; artificially infected; three fungal; colonized","Glomus intraradices etunicatum claroideum; Glomus intraradices etunicatum; Glomus claroideum; Glomus intraradices; Arbuscular mycorrhizal fungi; commercial inoculum; Glomus etunicatum claroideum; arbuscular mycorrhizal fungi; arbuscular mycorrhiza; Glomus etunicatum","plant biomass; the growth; biomass fresh area; high temperatures",NA,"pot","arbuscular","French marigold",NA,NA,NA
"255","10.1016/j.envpol.2010.11.035","AM inoculation; BDE-209","arbuscular mycorrhizal (AM)",NA,"brominated PBDEs","rhizobox experiment","degradation","ryegrass",NA,NA,"Environmental Pollution"
"256","10.1016/j.phytochem.2010.11.008","SA; AMF different intraradices; zeatin Ze acid acid acid acid; SA JA; inoculation; AMF the","Glomus intraradices; Glomus mosseae; Trichoderma harzianum; Glomus intraradices mosseae; intraradices mosseae G.; Arbuscular mycorrhizal fungi (AMF)","biomass; plant growth",NA,NA,NA,"T. harzianum; melon plants; Ze; Ze IAA ACC",NA,NA,"Phytochemistry"
"257","10.1007/s00572-010-0343-1","ectomycorrhizal; ambient twice-ambient; exploration type; all treatments; ECM; ammonium; medium; low soil nutrient availability","Piloderma croceum","fungal biomass; plant biomass; biomass; shoot growth; seedling biomass; the increased growth; plant growth; growth","nutrient-poor soils",NA,NA,"P. croceum; T. submollis; Norway spruce; Tomentellopsis submollis",NA,NA,"Mycorrhiza"
"258","10.1016/j.envpol.2010.09.032","without AM fungi; combination; control; treatments inoculated; Al; fungi different amendments; AM fungi; Inoculation; Gypsum sludge","arbuscular mycorrhizal (AM)","uptake maximum biomass; plant growth",NA,"nursery experiment","ecological restoration; bermudagrass","Cynodon dactylon",NA,NA,"Environmental Pollution"
"259","10.1007/s00572-010-0340-4","Mycorrhizal fungi; ectomycorrhizal; AMF; no inoculum; inoculum; ectomycorrhizal solely occur","AMF inoculum; arbuscular mycorrhizal herb; arbuscular mycorrhizal fungal (AMF)","biomass",NA,"field soil",NA,"cliffortioides beech forest; Nothofagus solandri; cliffortioides forest; the understorey; Hieracium lepidulum; Mountain beech; Hieracium; mountain beech",NA,"New Zealand","Mycorrhiza"
"260","10.1080/15226510903051740","Such combination; amended treatments; As; phosphate rock; As cm2; As levels; As hyperaccumlator; the control; arsenic As","Glomus geosporum; mosseae G. GM; indigenous mycorrhiza (; Glomus intraradices; Glomus mosseae; arbuscular mycorrhizal fungi (AMF); Glomus intraradices mosseae; Glomus intraradices geosporum mosseae; Glomus intraradices geosporum","plant growth","contaminated soil; As-contaminated soil",NA,NA,"P. vittata; Pteris vittata",NA,NA,"International Journal of Phytoremediation"
"261","10.1016/j.jenvman.2010.07.008","DOC-A; soil microorganisms; DOC-A amendment; rock phosphate; the treatments; DOC-P; RP; re-watering; AM colonisation; Water stress; AM fungi; drought alternative; DOC-A treatments; AM inoculum; DOC-transforming; AM inoculation; non-treated plants; DOC-A inoculation amendment; drought; fermented DOC-A","Phanerochaete chrysosporium; Aspergillus niger DOC-A chrysosporium; niger Phanerochaete chrysosporium DOC-P; Arbuscular mycorrhizal (AM); Aspergillus niger","yields; plant biomass; the growth establishment soils; The biomass; plant growth; D. pentaphyllum biomass",NA,NA,"harvests 8th; successive harvests; degraded","olive cake; P. chrysosporium; dry olive cake DOC supplemented; Trifolium repens plants; Dorycnium; arid; Trifolium repens","semi-arid soil",NA,"Journal of Environmental Management"
"262","10.1016/j.jhazmat.2010.05.042","different treatments; control varying intensities; As; phosphate rock; water moisture; mixed AM inoculum; soil control mycorrhizas; well-watered; mg/kg DW","indigenous mycorrhizas (IM); indigenous mycorrhiza + Glomus mosseae; arbuscular mycorrhizal (AM)","plant biomass","contaminated soil",NA,NA,"Cynodon dactylon; P. vittata; non-hyperaccumulator; Pteris vittata",NA,NA,"Journal of Hazardous Materials"
"263","10.1016/j.plaphy.2010.04.002","the PGPB AMF; inoculate; fertilizer; PGPB; The inoculation; AMF; inoculation PGPB factors; PGPB AMF; nitrogen deficiency; fertilizers these; inoculation; salinity; saline non-saline","arbuscular mycorrhizal fungi (AMF)","produced biomass matter; plant growth",NA,"field",NA,"Capsicum annuum; México and; Papago Indians; aviculare; Tarahumara Indians; Sonora desert; arid zones","semiarid coastal",NA,"Plant Physiology and Biochemistry"
"264","10.1007/s00572-010-0311-9","the efficient AM fungus; salt-stressed soil; salt stress; NaCl; inoculation alone; three AM fungi; AM fungi; Inoculation","Glomus mosseae claroideum; arbuscular mycorrhizal (AM); intraradices G.; Glomus claroideum; Glomus intraradices; Glomus mosseae; mosseae G.; Glomus mosseae claroideum intraradices; Glomus claroideum intraradices","dry weight; plant biomass; plant growth",NA,NA,NA,"Astragalus sinicus",NA,NA,"Mycorrhiza"
"265","10.1100/tsw.2010.59","the Inoculation control; Inoculation; AMF; mulch","arbuscular mycorrhizal fungus (AMF); Glomus deserticola; Glomus deserticola mulch","The yield highest; the yield; yield cassava increased tuber",NA,NA,"a degraded alfisol; degraded alfisol","cassava; siamea; Senna siamea; cassava esculenta; mulch sepium G. applied; Manihot esculenta; Gliricidia sepium",NA,"southwestern Nigeria","The Scientific World JOURNAL"
"266","10.1111/j.1469-8137.2009.03162.x","two-fungus combination; AM fungi; AM fungal; AM; same different; AM phosphorus; single inoculated; inoculated; AM direct","Gigaspora margarita; Glomus intraradices; margarita G.; arbuscular mycorrhizal (AM)","growth",NA,"pots containing",NA,"tomato",NA,NA,"New Phytologist"
"267","10.1002/jsfa.3871","foliar fertilizer fungi; 20:20:20 + microelements microelements; alpha-thujone; Applied treatments; mycorrhizal fungi; the treatments applied; Combined application; combined application; foliar fertilization; inoculation; Inoculation","Glomus; Glomus intraradices; intraradices qualitative determined","dry biomass; the growth; vegetative growth; shoot biomass; oil yield",NA,NA,NA,"camphor; sage; Salvia officinalis",NA,NA,"Journal of the Science of Food and Agriculture"
"268","10.1007/s00572-009-0296-4","AM inoculation; Mycorrhizal inoculation; mycorrhizal treatment; inoculation; mycorrhizal inoculation","Glomus mosseae; arbuscular mycorrhizal (AM); fungus","mass","artificially contaminated soil",NA,NA,NA,NA,NA,"Mycorrhiza"
"269",NA,"sand culture; control; inoculated treatments; inoculated non-inoculated","Arbuscular mycorrhizal fungus; arbuscular mycorrhizal fungus ( Glomus versiforme; Glomus; versiforme; Arbuscular mycorrhizal fungi","the growth; contents All biomass; dry mass; growth uptake Raf",NA,NA,NA,"trifoliate orange; P. trifoliata; Poncirus trifoliata",NA,NA,NA
"270",NA,"noninoculated treatment; soil microbial biomass; AM; A FACE enrichment; elevated O3; control; the noninoculated treatment; soil microbial; O3","AMF inoculation; arbuscular mycorrhizal fungal (AMF)","wheat growth; aerial biomass; wheat yield; individual yield weight; plant growth; yield kernel weight",NA,NA,NA,"wheat the control; wheat",NA,NA,NA
"271","10.1007/s00572-009-0294-6","with without; soil water; inoculated pots; colonized; modified Hoagland; water; mycorrhizal treatment; mycorrhizal treatments; mycorrhizae; inoculum; Soil water","autoclaved sand/silt soil; Glomus intraradices","cultures; growth; growth status",NA,"a month; the pots; pot cultures",NA,"Agrostis stolonifera",NA,NA,NA
"272","10.1139/w09-031","without AM fungi; salt levels; AM fungi; AM inoculation; nonsaline pretreatment; salt stress; NaCl; salinity; non-mycorrhizal; Salt stress","Glomus mosseae; arbuscular mycorrhizal (AM)","yield; root mass; dry shoot; plant growth; plant yield",NA,"greenhouse",NA,"maize; mycorrhizal maize; Maize",NA,NA,NA
"273","10.1016/j.biortech.2009.07.010","AM fungi; AM saprobe fungi; AM root length; As; arsenic As; AM length","arbuscular mycorrhizal (AM); deserticola G. claroideum; G. claroideum; Trichoderma harzianum; non-AM inoculated; Trichoderma harzianum versicolor; the mycorrhizal fungi Glomus deserticola claroideum; Glomus deserticola; fungi deserticola","dry weight",NA,NA,NA,"Eucalyptus globulus; E. globulus",NA,NA,NA
"274","10.1890/07-2080.1","temperature either treatment; AMF; nonthermal AMF; temperature treatment; thermal soils; no AMF; ERH; thermal AMF; three; temperatures fungal AMF treatments","fungal inoculum; AMF inoculum; arbuscular mycorrhizal fungal (AMF)","Biomass; temperatures higher; temperatures zone; the lanuginosum biomass length; host plant biomass; soil temperatures","elevated-temperature soils","the field; the greenhouse",NA,"grassland; Dichanthelium lanuginosum; Mimulus guttatus; Agrostis scabra",NA,"USA",NA
"275","10.1016/j.scitotenv.2009.05.021","saprobe fungi; uninoculated inoculated fungi; saprobe AM fungi; combination; FDA alpha-glucosidase; AM; sewage; mycorrhizal fungi; The fungi AM; saprobe fungi AM fungi combination; Sewage; SS; Dual inoculation; saprobe fungi AM; AM-inoculated; AM fungi; Inoculation; uninoculated inoculated","Glomus deserticola rosea; Eucalyptus globulus Labill; either deserticola G.; arbuscular mycorrhizal (AM); Trichoderma harzianum; deserticola Gigaspora rosea; Glomus deserticola; Gigaspora rosea","dry shoot; Eucalyptus shoot biomass; plant growth",NA,NA,NA,"E. globulus; Eucalyptus globulus; Eucalyptus",NA,NA,NA
"276","10.1007/s00248-009-9544-6","control plants; water stress; The inoculation; AMF; AM fungus; elevated drought; PGPR the AMF; microbial inoculation; drought; PGPR; all assayed treatments concentration; PGPR inoculation","fungus Glomus intraradices; plant-growth-promoting rhizobacterium PGPR; intraradices G.; Glomus intraradices; PGPR the Pseudomonas mendocina; Pseudomonas mendocina; Arbuscular mycorrhizal (AM)","growth the greatest",NA,NA,NA,"Lactuca sativa; lettuce plants; P. mendocina",NA,NA,"Microbial Ecology"
"277","10.1093/treephys/tpp038","ectomycorrhizal; As; mycorrhizal non-mycorrhizal; drought; the combination; well-watered; ectomycorrhizal plants; non-mycorrhizal; water treatment","ectomycorrhizal fungi; Ectomycorrhizal inoculation; antartica tinctorius D.; antartica; fungi the Descolea","biomass; plant growth",NA,NA,NA,"tinctorius Coker Couch roots roots; P. tinctorius; Pisolithus tinctorius; Nothofagus dombeyi",NA,"Couch","Tree Physiology"
"278","10.1890/08-0419.1","inoculation; AM fungi",NA,"biomass",NA,NA,NA,"Hypericum perforatum; St. John",NA,"North American; European","Ecology"
"279","10.1007/s00442-009-1312-2","AMF; low IG; As; IG; high; plants colonized colonized; low; low high constitutive","Glomus intraradices; whole-field soil inoculum; arbuscular mycorrhizal fungi (AMF)","total biomass; root biomass; plant biomass; responses these; plant growth; growth; biomass less; shoot biomass",NA,NA,NA,"Plantago lanceolata; monocultures; P. lanceolata; Allelochemicals",NA,NA,"Oecologia"
"280","10.1016/j.chemosphere.2009.01.046","AMF; cadmium Cd; Cd; bioremediation; Cd less; Cd more; mixed community; mixed inoculum","ALP-active stained; intraradices G.; Glomus intraradices; Glomus mosseae; arbuscular mycorrhizal fungi (AMF); mosseae G.; Glomus mosseae intraradices","plant biomass; plant growth","contaminated soil",NA,NA,"Astragalus sinicus; Astragalus",NA,NA,"Chemosphere"
"281","10.1007/s00442-009-1294-0","parasitism; AMF time; aphids; AMF Inoculation; AMF; eclosion; control; treatment; When infested; parasitoids; Aphidius; the parasitoids; Inoculation","the G. mosseae control; Glomus intraradices; arbuscular mycorrhizal fungi (AMF); intraradices G. mosseae; Glomus intraradices mosseae; intraradices G. rate","plant biomass; weight",NA,"greenhouse",NA,"grass; Phleum pratense; Rhopalosiphum padi",NA,NA,"Oecologia"
"282","10.1016/j.envpol.2008.12.022","non-mycorrhizal; non-mycorrhizal controls; Inoculation; mycorrhizal inoculation","arbuscular mycorrhizal inoculation; arbuscular mycorrhizal fungus Glomus etunicatum; arbuscular mycorrhizal fungus",NA,NA,NA,NA,"Medicago sativa",NA,NA,"Environmental Pollution"
"283","10.1007/s00572-009-0228-3","inoculated plants; Ectomycorrhizal; TaqMan(R; inoculated strain; transplantation",NA,"mycelium biomass; root growth",NA,"the field; field","outplanting; experimental plantations","uprooted plants; Lactarius deliciosus; deliciosus L.; Pinus pinea","Mediterranean area",NA,"Mycorrhiza"
"284","10.1007/s00442-008-1192-x","AMF the treatment particular; AMF; same treatments; single plants; AMF treatment; AMF interactions; the treatment; a treatment combination; non-inoculated","AMF inoculation; AMF inocula; commercial AM strains; arbuscular mycorrhizal fungi (AMF)","host plant biomass; growth",NA,"greenhouse",NA,"hemiparasitic plants; grassland; Plantago lanceolata; hemiparasitic plant; Holcus lanatus; Rhinanthus minor minor",NA,NA,"Oecologia"
"285","10.1890/07-1394.1","four grass; The inoculum FERT; mycorrhizal fungi; fertilized FERT unfertilized; ambient soil fertility; mycorrhizal fungal; other factors; three species; fertilized unfertilized; inoculated","UNFERT soil inoculum; whole-soil inoculum","biomass lost; biomass; the growth; biomass more",NA,NA,NA,"grassland; Cedar Creek; Local grass; nitrophilic grass; grasslands Long-Term Research; native grasslands; the grasses; grass",NA,NA,"Ecology"
"286","10.1007/s00572-008-0203-4","inoculated when; water stress; AMF compatible; AMF; inoculum; three AMF","arbuscular mycorrhizal fungal (AMF)","biomass; seedling growth",NA,NA,"disturbed; Chamela region","the forests lowest; pastures; secondary forests 26-year-old pastures; secondary forests pastures; forests pastures; primary forests","tropical dry","Jalisco Mexico","Mycorrhiza"
"287","10.1111/j.1574-6968.2008.01318.x","PGPR SBW25 PB177; same AM fungus; single inoculation; same bacteria; pathogenic fungus; AM fungi","plant growth-promoting rhizobacteria; Glomus intraradices inoculation; arbuscular mycorrhizal (AM); intraradices G.; SBW25 Paenibacillus; Glomus mosseae; Glomus intraradices; Glomus mosseae intraradices; plant growth-promoting microorganisms; Pseudomonas fluorescens SBW25 Paenibacillus; Pseudomonas SBW25; fluorescens SBW25","dry weight; plant growth; plant growth satisfactory",NA,"greenhouse",NA,"winter wheat cultivar; Triticum aestivum",NA,NA,"FEMS Microbiology Letters"
"288","10.1016/j.ecoenv.2008.01.027","chlorate; chlorate stress","arbuscular mycorrhizal fungi-plant; arbuscular mycorrhizal fungi; plant-arbuscular mycorrhizal fungi (AMF)","plant biomass; plant growth","bermudagrass bahiagrass; bahiagrass longan",NA,"bahiagrass longan seedling",NA,NA,NA,"Ecotoxicology and Environmental Safety"
"289","10.1007/s00572-008-0178-1","combinations these compatible; combinations treatment; effective host/AM fungus combinations; AM fungal; SG; AN","arbuscular mycorrhizal (AM); microbial filtrate control","dry mass; the growth",NA,"greenhouse; field; the greenhouse","coastal","oats sea; Anastasia State; oat; oats sea planted; oats Micropropagated; Sea oats; dune restoration; St. George; Uniola paniculata; oats sea Micropropagated; pioneer; George Island State; Florida dunes; Atlantic Gulf coast; Atlantic coast",NA,"Florida; Gulf coast","Mycorrhiza"
"290","10.1016/j.chemosphere.2008.03.040","AMF plants; AMF; As; AMF mosseae; arsenic","Glomus intraradices etunicatum; Glomus intraradices; Glomus mosseae; Glomus mosseae intraradices; Glomus mosseae intraradices etunicatum; Glomus etunicatum; Arbuscular mycorrhizal fungi (AMF)","accumulation growth; biomass; plant growth","As-contaminated soils; As-contaminated; As-contaminated soil","greenhouse",NA,"T. erecta; Tagetes erecta; malabathricum M.; P. calomelanos; Pityrogramma calomelanos; Melastoma malabathricum",NA,"Thailand","Chemosphere"
"291","10.3852/mycologia.100.1.6","treatments inoculum propagated; AMF; uninoculated control; combination; the inoculum; four inoculation; inoculation treatments; inoculation; treatments all; mycorrhizal inoculation","AMF inoculation; AMF inoculum; commercially available inoculum; Arbuscular mycorrhizal fungi (AMF)","growth",NA,NA,"a restoration roadside prairie; landscape restorations; ecological succession","prairie",NA,"Shakopee, Minnesota","Mycologia"
"292","10.1055/s-2007-964963","control plants; treatments; AM; single monoterpene; rhizospheric microorganisms; Inoculated plants; AM inoculation; without bacteria; this treatment; pre-concentration chromatography; AM fungi; VOC; non-inoculated","Glomus; arbuscular mycorrhizal (AM)","Growth; shoot growth",NA,NA,NA,"artemisia ketone; camphor; artemisia; Artemisia annua; Asteraceae",NA,NA,"Plant Biology"
"293","10.1016/s1001-0742(07)60203-4","Non-mycorrhizal zero-P; zero-P treatments; AM; phosphorus addition soil; AM fungal; As; low P soil; addition Non-mycorrhizal controls; P addition; Cu; inoculation; AM plants; arsenic As; arsenic","Glomus mosseae; arbuscular mycorrhizal (AM)","dry weight; root biomass; Plant biomass","As-contaminated soil","glasshouse",NA,"Zea mays; maize",NA,NA,"Journal of Environmental Sciences"
"294","10.1111/j.1365-2672.2007.03296.x","AM spores; high AM fungal; control; the N'Fis valley Atlas; without; microbial inoculation; sterilized soil; inoculation; AM fungi; these mycorrhizae; Inoculation","atlantica C.; arbuscular mycorrhizal (AM); native AM fungi; native; fungal inoculum","the growth; plant growth; growth; survival growth increased",NA,"glasshouse; field greenhouse; the field","outplanting; Morocco; degraded","atlantica C.; atlantica; maize; Cupressus; atlantica trees",NA,"Morocco","Journal of Applied Microbiology"
"295","10.1016/j.envpol.2007.04.005","AM; AM inoculation; combined AM inoculation; DDT; The combination; non-ionic surfactant","arbuscular mycorrhizal (AM); fungus Glomus etunicatum application; bacterial fungal; Glomus etunicatum; fungus",NA,"soil polluted","greenhouse pot",NA,"alfalfa depletion; alfalfa",NA,NA,"Environmental Pollution"
"296","10.1016/j.jenvrad.2007.04.001","Se added; unplanted soil; Se; selenium; selenate; inoculation; fungus inoculated; mycorrhizal inoculation","arbuscular mycorrhizal fungus (Glomus mosseae; arbuscular mycorrhizal (AM)","plant biomass; plant growth; Plant biomass",NA,"unplanted; pot experiment",NA,"radish ryegrass; radish; ryegrass; maize lettuce radish; lettuce radish ryegrass; maize lettuce one; maize ryegrass",NA,NA,"Journal of Environmental Radioactivity"
"297","10.1016/j.chemosphere.2007.02.068","inoculation; levels kg(-1; AM fungi; La application","margarita Glomus intraradices laevis; Gigaspora margarita; Gigaspora margarita intraradices; Glomus intraradices; margarita intraradices; intraradices Acaulospora laevis; margarita intraradices G.; Acaulospora laevis","plant growth; Plant biomass",NA,"glasshouse experiment","lanthanum","sinicus A.; Astragalus sinicus",NA,NA,"Chemosphere"
"298","10.3923/pjbs.2007.1491.1495","irrigation; AMF; sterilized non-sterilized; three; sterilized soil; inoculation; Irrigation","versiforme intraradices intervals; versiforme G. intraradices etonicatum; Glomus; Arbuscular Mycorrhizal Fungi (AMF); versiforme G. plants","LAI biomass Ratio; Index total biomass mass 0.001; biomass; dry mass; lowest biomass; growth; plant height",NA,NA,NA,"Allium cepa cv; onion cv; onion Allium cepa cepa L. cv",NA,"Red Azar Shahr","Pakistan Journal of Biological Sciences"
"299","10.1007/s00248-007-9239-9","control plants; salinity levels; uninoculated plants; salt stress; Cu; salinity; AM-inoculated","Glomus fasciculatum salinity; Glomus fasciculatum; arbuscular mycorrhizal fungus","plant growth; the growth; greater root biomass","saline soil; saline soils","pot experiment",NA,"Acacia nilotica",NA,NA,"Microbial Ecology"
"300",NA,"AMF combinations; inoculate; GM GM treatments; AMF; treatments; infected; AMF different combinations; GV GM GM treatments; treatments GM + GV and GV + GI,; the control","AMF inoculation; AMF Glomus versiforme; Glomus intraradices; fungi Glomus versiforme GV mosseae intraradices; Glomus mosseae; Glomus versiforme intraradices GI; arbuscular mycorrhizal fungi (AMF); Glomus versiforme mosseae GM","yield total; seedling growth; yield; early yield",NA,"plastic greenhouse",NA,"sativus C.; Cucumis sativus; cucumber",NA,NA,NA
"301","10.1055/s-2006-955946","sterile cultures; PILODERMA; mycorrhizae; non-mycorrhizal","the ectomycorrhizal fungus PILODERMA CROCEUM","small biomass",NA,NA,NA,"P. CROCEUM; Norway spruce; Libert] Stalpers planted; ABIES L. Karst",NA,NA,"Plant Biology"
"302",NA,"soil microbial communities; inoculation treatments; unsterilized; AMF","AMF inoculation; mosseae mosseae G. aggregatum; mosseae mosseae; mosseae mosseae mosseae G. G. intraradices sp. etunicatum; Glomus; Glomus mosseae mosseae mosseae intraradices geosporum; Glomus mosseae; Scutellospora calospora; arbuscular mycorrhizal fungi (AMF); intraradices Scutellospora calospora; mosseae G. intraradices; mosseae G. erythropa geosporum; mosseae G. etunicatum; mosseae G. intraradices calospora; mosseae G. aggregatum","dry weight; bacterial biomass",NA,"field experiment",NA,"bungeana S.; bungeana growth; plateau Stipa bungeana grassland; Tibet plateau; bungeana",NA,NA,NA
"303","10.1007/s00248-006-9078-0","co-inoculation; intraradices-colonized; Bacillus; noninoculated; AM fungus; water; Co-inoculation; autochthonous microorganisms; drought; plants colonized colonized; microbial inoculations; inoculated; Inoculation; these inoculants depleted soil water","intraradices-colonized; arbuscular mycorrhizal (AM); Bacillus thuringiensis; thuringiensis intraradices indigenous G. the; thuringiensis B.; Glomus intraradices; thuringiensis intraradices B.; autochthonous AM fungi; Bacillus intraradices G.; Bacillus thuringiensis bacterium isolates","root growth",NA,NA,NA,"drought-sensitive; Retama plants; drought-adapted bacterium; drought-adapted legume; Retama G. intraradices-colonized; Retama sphaerocarpa",NA,NA,"Microbial Ecology"
"304","10.1016/j.chemosphere.2006.07.007","immobilisation; ERM; Cd immobilisation; AM; the non-mycorrhizal AM fungus; immobilisation Cd; non-mycorrhizal inoculated; Cd; non-mycorrhizal inoculated intraradices; The ERM","arbuscular mycorrhiza (AM); intraradices G. exposed; Glomus intraradices","biomass; plant growth; root growth; the biomass","contaminated soils",NA,NA,"lettuce",NA,NA,"Chemosphere"
"305","10.2134/jeq2005.0271","mycorrhizae biosurfactant; treatment; mycorrhizae; Mycorrhizal inoculation",NA,"subspecies ovifera biomass; plant biomass; plant growth; the biomass",NA,"Field",NA,"subspecies pepo; Cucurbita; subspecies ovifera; Cucurbita pepo; Cucurbita subspecies; pepo",NA,NA,"Journal of Environmental Quality"
"306","10.1128/aem.63.11.4408-4412.1997","added RP the; AM fungus; rhizobacteria These; AM; comparable controls; sources added RP the; dually inoculated plants; RP; phosphate ions; AM plants; microbial inocula; mycorrhiza helper bacteria; Dual inoculation; inoculated rhizobacteria","arbuscular mycorrhizal (AM); Bacillus subtilis; the fungus Glomus intraradices isolates; Glomus intraradices; bacterial fungal; Enterobacter; intraradices subtilis B.; intraradices subtilis G.; rhizobacterium","biomass accumulation",NA,NA,NA,NA,NA,NA,"Applied and Environmental Microbiology"
"307","10.1007/s10653-005-9020-2","inoculated plants; with without inoculation; non-mycorrhizal controls; AM inoculation; Cadmium; soil cadmium; Cd; sterilized soil; mycorrhizal inoculation","arbuscular mycorrhizal (AM); mosseae BEG167; fungus BEG167; Glomus BEG167; fungus Glomus mosseae BEG167","higher biomass; plant biomass; plant growth; growth",NA,"pot",NA,"Zea mays; maize L.",NA,NA,"Environmental Geochemistry and Health"
"308","10.1016/j.chemosphere.2006.01.034","NM; AMF; NM treatments; NM GM treatments; absence presence; fungicide; GM treatments; APX; inoculation; non-mycorrhizal; GM","arbuscular mycorrhizal fungus (AMF); Glomus mosseae; AMF Glomus mosseae NM","the growth; Plant biomass",NA,"glasshouse pot",NA,"upland rice NM; rice AMF; upland rice",NA,NA,"Chemosphere"
"309","10.1055/s-2005-872972","MR soils; combined stresses; a mixture; mixture ambient twice ozone; MR soil; treatment O3; combined treatment; inoculated; sole; the treatment O3","Phytophthora","Root biomass; belowground biomass",NA,NA,NA,"P. citricola; beech; pathogen Phytophthora citricola",NA,NA,"Plant Biology"
"310","10.1007/s00572-005-0022-9","ectomycorrhizal; three sites; fine-root ectomycorrhizal; drought; severe drought; seasons years; a severe drought; wet dry","ectomycorrhizal inoculum","biomass ectomycorrhizal-root; root biomass; fine-root biomass; biomasses; these responses",NA,NA,"high-elevation","P. oaxacana; forest; tropical pine forests; these tropical pine forests; these high-elevation tropical pine pine forests; Forest; Pinus oaxacana","tropical pine","Oaxaca Mexico","Mycorrhiza"
"311","10.1007/s00572-005-0020-y","Snell Dick sp. isolated; three mycorrhizal fungi; water stress; the inoculation; three basidiomycete; NaCl","crustuliniforme; crustuliniforme Bull Quel; fungi Suillus tomentosus Kauff Sing; bicolor Maire Orton UAMH Hebeloma; tomentosus; Laccaria bicolor; Suillus tomentosus; UAMH Hebeloma; bicolor L.; Hymenoscyphus; Phialocephala; ectomycorrhizal fungi bicolor; crustuliniforme H.; the ectomycorrhizal fungi fungi Laccaria bicolor UAMH crustuliniforme; UAMH","a better biomass yield; growth osmotica contents; biomass yield","salt-affected soil",NA,"outplanted","tree",NA,"Canada; northeastern Alberta","Mycorrhiza"
"312","10.1007/s00572-005-0018-5","more one-third; AMF","AMF inoculum; arbuscular mycorrhizal fungi (AMF)","growth mortality; seed biomass; growth survival; plant growth; seedling growth; height",NA,NA,"tropical site","these forests; Queensland Australia; trees; forests both","subtropical site; subtropical rain; a tropical site","Australia","Mycorrhiza"
"313","10.1017/s0953756205002832","soil inoculation; AM; inoculating; the absence of; AM fungi","Glomus; Scutellospora calospora; arbuscular mycorrhizal (AM)","plant biomass; biomass; plant growth; height number; growth P status",NA,"glasshouse",NA,"Coleus plants; forskohlii C.",NA,NA,"Mycological Research"
"314","10.1016/j.chemosphere.2005.01.038","inoculated when; inoculated plants; The inoculation; uninoculated control; treatments alone; The dual inoculation; same sediment; actinorhizas mycorrhizas; plants inoculated; dual inoculation; stress recovery; defoliation experiment; the intraradices treatments alone; alone","intraradices G.; Glomus intraradices; Frankia; arbuscular mycorrhizas; intraradices G. alone","total biomass; growth; glutinosa growth A.",NA,"greenhouse experiment","anthropogenic stressed sediments","Alnus glutinosa; Black alder; glutinosa; glutinosa plants A.; the phytorestoration",NA,NA,"Chemosphere"
"315","10.1016/j.chemosphere.2005.01.029","sand culture; the treatments; Pb more; AM fungal; untreated control; Five; mycorrhizae; Pb; Mycorrhizae; Mycorrhizal inoculation","arbuscular mycorrhizal inoculum; mitis","shoot biomass; plant growth",NA,NA,NA,"E. crusgalli; L. perenne repens; repens; Thunb; Lolium perenne; I. denticulate; T. repens; Echinochloa crusgalli; Kummerowia striata; Trifolium","denticulate var K.striata",NA,"Chemosphere"
"316","10.1007/s00248-003-0131-y","control plants; Both treatments; addition Amendment; the amendment; addition inoculation amendment; sugar beet; the effective coccifera treatment stimulating; control soil; combined treatment; addition amendment; rock phosphate; mycorrhizal inoculation","verrucosum S.; Aspergillus","Biomass; plant growth; the growth","nonamended soil","field experiment","degraded","Quercus coccifera; Cistus; Q. coccifera","semiarid; Mediterranean area",NA,"Microbial Ecology"
"317","10.1007/s00442-004-1777-y","ectomycorrhizal; the CH; AM fungal; AM; HA; low soil inoculum; forest type; CH soils; AM fungi; CH","arbuscular mycorrhizas; arbuscular mycorrhizal (AM)","root biomass; growth higher; shoot growth; growth",NA,NA,NA,"amabilis fir; ectomycorrhizal forests; Thuja plicata)-hemlock; forests; cedar; forests these; Tsuga heterophylla; Abies amabilis; red cedar",NA,"northern Vancouver; Canada","Oecologia"
"318","10.1007/s00572-004-0321-6","where aluminum Al; sand culture; AM fungal; the AM fungus; aluminum Al; Al; AM fungi","fungi clarum G. morrowiae heterogama; clarum Acaulospora morrowiae; clarum Scutellospora heterogama; heterogama; fungus Glomus clarum; clarum G.; Glomus clarum; Arbuscular mycorrhizal (AM); Acaulospora morrowiae; Scutellospora heterogama","plant biomass; plant growth; growth","acidic mine",NA,NA,"Andropogon virginicus broomsedge; Andropogon virginicus; morrowiae A.",NA,"United States; eastern","Mycorrhiza"
