"","study_id","INOCTYPE"
"1716","10.5423/PPJ.OA.10.2012.0156"," longula a."
"1717","10.5423/PPJ.OA.10.2012.0156"," albida glomus etunicatum longula"
"1718","10.5423/PPJ.OA.10.2012.0156"," gigaspora albida"
"1719","10.5423/PPJ.OA.10.2012.0156"," etunicatum acaulospora longula"
"1720","10.5423/PPJ.OA.10.2012.0156"," acaulospora longula"
"1721","10.5423/PPJ.OA.10.2012.0156"," glomus etunicatum"
"1722","10.5423/PPJ.OA.10.2012.0156"," arbuscular mycorrhizal fungi (amf)"
"1723","10.1016/j.jes.2014.07.013","glomeraceae herbs"
"1724","10.1016/j.jes.2014.07.013"," glomeraceae"
"1725","10.1016/j.jes.2014.07.013"," glomeraceae non-glomeraceae"
"1726","10.1016/j.jes.2014.07.013"," arbuscular mycorrhizal fungi (amf)"
"1727","10.1007/s00442-014-3091-7","arbuscular mycorrhizal (am) fungi"
"1728","10.1007/s10646-014-1331-6","glomus constrictum mosseae"
"1729","10.1007/s10646-014-1331-6"," isolates constrictum g."
"1730","10.1007/s10646-014-1331-6"," mosseae"
"1731","10.1007/s10646-014-1331-6"," glomus intraradices"
"1732","10.1007/s10646-014-1331-6"," glomus mosseae"
"1733","10.1007/s10646-014-1331-6"," glomus intraradices constrictum mosseae"
"1734","10.1007/s10646-014-1331-6"," glomus constrictum"
"1735","10.1007/s10646-014-1331-6"," glomus intraradices constrictum"
"1736","10.1007/s10646-014-1331-6"," constrictum"
"1737","10.1007/s10646-014-1331-6"," arbuscular mycorrhizal fungi"
"1738","10.1007/s10646-014-1331-6"," arbuscular mycorrhizal fungi inoculations"
"1739","10.1007/s00572-014-0600-9","f. mosseae"
"1740","10.1007/s00572-014-0600-9"," arbuscular mycorrhizal (am)"
"1741","10.1007/s00572-014-0600-9"," funneliformis"
"1742","10.1007/s00572-014-0600-9"," rhizophagus irregularis"
"1743","10.1007/s00572-014-0600-9"," irregularis r."
"1744","10.1007/s11356-014-3396-4","plant growth-promoting bacteria"
"1745","10.1007/s11356-014-3396-4"," arbuscular mycorrhizal fungi (amf)"
"1746","10.1007/s00572-014-0596-1","amf inocula"
"1747","10.1007/s00572-014-0596-1"," heteropogon contortus"
"1748","10.1007/s00572-014-0596-1"," arbuscular mycorrhizal fungi (amf)"
"1749","10.1007/s00572-014-0596-1"," rhizophagus irregularis"
"1750","10.1007/s00572-014-0596-1"," soil rhizophagus irregularis collected"
"1751","10.1007/s00572-014-0596-1"," irregularis plants r."
"1752","10.1007/s00572-014-0596-1"," heteropogon contortus grass"
"1753","10.1007/s00572-014-0596-1"," irregularis inoculum r."
"1754","10.1371/journal.pone.0101487","amf inoculation"
"1755","10.1371/journal.pone.0101487"," arbuscular mycorrhizal fungal (amf)"
"1756","10.1016/j.scitotenv.2014.06.045","arbuscular mycorrhizal fungi (amf)"
"1757","10.1080/15226514.2013.856852","amf inoculation"
"1758","10.1080/15226514.2013.856852"," morrowiae gigaspora gigantea sp."
"1759","10.1080/15226514.2013.856852"," acaulospora"
"1760","10.1080/15226514.2013.856852"," glomus etunicatum morrowiae"
"1761","10.1080/15226514.2013.856852"," gigaspora gigantea"
"1762","10.1080/15226514.2013.856852"," enterolobium contortisiliquum aterrimum"
"1763","10.1080/15226514.2013.856852"," etunicatum acaulospora morrowiae gigantea"
"1764","10.1080/15226514.2013.856852"," acaulospora morrowiae"
"1765","10.1080/15226514.2013.856852"," glomus etunicatum"
"1766","10.1080/15226514.2013.856852"," arbuscular mycorrhizal fungi (amf)"
"1767","10.1890/13-0025.1","rhizobia"
"1768","10.1890/13-0025.1"," arbuscular mycorrhizal fungi (amf)"
"1769","10.1111/nph.12876","the root-rot pathogen phytophthora quercina"
"1770","10.1111/nph.12876"," phytophthora quercina"
"1771","10.1111/nph.12876"," quercina  "
"1772","10.1111/nph.12876"," piloderma"
"1773","10.1007/s11356-014-2938-0",NA
"1774","10.1007/s00284-014-0589-5","suillus luteus"
"1775","10.1007/s00284-014-0589-5"," roussel trichoderma virens"
"1776","10.1007/s00284-014-0589-5"," luteus s. days"
"1777","10.1007/s00284-014-0589-5"," a.a. foster"
"1778","10.1007/s00284-014-0589-5"," luteus s."
"1779","10.1007/s00284-014-0589-5"," luteus virens s."
"1780","10.1007/s00284-014-0589-5"," trichoderma virens"
"1781","10.1007/s00284-014-0589-5"," luteus roussel virens"
"1782","10.1007/s00284-014-0589-5"," the luteus s."
"1783","10.1007/s00284-014-0589-5"," virens"
"1784","10.1007/s00284-014-0589-5"," suillus luteus l. roussel"
"1785","10.1007/s00572-014-0582-7","amf inoculation"
"1786","10.1007/s00572-014-0582-7"," glomus fasciculatum"
"1787","10.1007/s00572-014-0582-7"," arbuscular mycorrhizal fungi (amf)"
"1788","10.1038/srep04671","glomus caledonium"
"1789","10.1371/journal.pone.0093967","arbuscular mycorrhizal fungi"
"1790",NA,"arbuscular mycorrhizal (am)"
"1791",NA," indica piriformospora species"
"1792",NA," glomus"
"1793",NA," indica piriformospora"
"1794",NA," fasciculatum g. both"
"1795","10.1371/journal.pone.0090738","arbuscular mycorrhizal"
"1796","10.1371/journal.pone.0090738"," arbuscular mycorrhizal"
"1797","10.1371/journal.pone.0090738"," arbuscular mycorrhizal spores"
"1798","10.1016/j.jplph.2013.10.023","funneliformis mosseae"
"1799","10.1016/j.jplph.2013.10.023"," penicillium"
"1800","10.1016/j.jplph.2013.10.023"," arbuscular mycorrhizal (am)"
"1801","10.1007/s11356-014-2696-z","glomus"
"1802","10.1007/s11356-014-2696-z"," fungi inoculation"
"1803","10.1007/s11356-014-2696-z"," arbuscular mycorrhizal (am)"
"1804","10.1007/s10646-014-1200-3","glomus intraradices"
"1805","10.1007/s10646-014-1200-3"," amf glomus"
"1806","10.1007/s10646-014-1200-3"," marcescens"
"1807","10.1007/s00572-014-0555-x","crustuliniforme"
"1808","10.1007/s00572-014-0555-x"," uamh laccaria"
"1809","10.1007/s00572-014-0555-x"," ectomycorrhizal fungi"
"1810","10.1007/s00572-014-0555-x"," strain # uamh uamh suillus tomentosus"
"1811","10.1007/s00572-014-0555-x"," uamh bicolor"
"1812","10.1007/s00572-014-0555-x"," uamh tomentosus"
"1813","10.1007/s00572-014-0555-x"," strain # uamh uamh laccaria bicolor"
"1814","10.1007/s00572-014-0555-x"," uamh suillus"
"1815","10.1007/s00572-014-0555-x"," crustuliniforme strain # uamh"
"1816","10.1007/s00572-014-0555-x"," amphinema byssoides"
"1817","10.1007/s00572-014-0555-x"," amphinema byssoides americana"
"1818","10.1007/s00572-014-0555-x"," ectomycorrhizal inoculation"
"1819","10.1007/s00572-014-0555-x"," hebeloma"
"1820","10.1007/s00572-014-0555-x"," crustuliniforme h."
"1821","10.3732/ajb.1300262","arbuscular mycorrhizal (am)"
"1822","10.1890/13-1821.1","arbuscular mycorrhizal fungi (amf)"
"1823","10.1590/s1517-83822014000400007","infective inoculum"
"1824","10.1590/s1517-83822014000400007"," etunicatum c."
"1825","10.1590/s1517-83822014000400007"," longula a."
"1826","10.1590/s1517-83822014000400007"," heterogama d."
"1827","10.1590/s1517-83822014000400007"," gigaspora albida"
"1828","10.1590/s1517-83822014000400007"," acaulospora longula etunicatum heterogama"
"1829","10.1590/s1517-83822014000400007"," arbuscular mycorrhizal fungi (amf)"
"1830","10.1590/s1517-83822014000400007"," claroideoglomus etunicatum"
"1831","10.1590/s1517-83822014000400007"," acaulospora longula"
"1832","10.1590/s1517-83822014000400007"," longula claroideoglomus etunicatum"
"1833","10.1038/ismej.2013.224","arbuscular mycorrhizal fungi (amf)"
"1834","10.1016/j.jplph.2013.10.011","labill eucalyptus globulus"
"1835","10.1016/j.jplph.2013.10.011"," ectomycorrhizal fungi (ecm)"
"1836","10.1016/j.jplph.2013.10.011"," acacia spirorbis labill"
"1837","10.1016/j.jplph.2013.10.011"," pisolithus albus"
"1838","10.1016/j.jplph.2013.10.011"," ecm inoculation"
"1839","10.1890/12-1943.1","arbuscular mycorrhizal (am)"
"1840","10.3389/fpls.2013.00338","honey bees bees"
"1841","10.3389/fpls.2013.00338"," arbuscular mycorrhizal fungi (amf)"
"1842","10.3389/fpls.2013.00338"," bees bees bumble lepidoptera"
"1843","10.3389/fpls.2013.00338"," amf inoculum treatments"
"1844",NA,"consortium trichoderma viride"
"1845",NA," trichoderma viride"
"1846",NA," glomus intraradices"
"1847",NA," bacterial consortium"
"1848",NA," bacterial"
"1849",NA," glomus consortium"
"1850",NA," trichoderma"
"1851",NA," glomus intraradices consortium"
"1852",NA," a intraradices bacterial consortium viride"
"1853","10.1016/j.chemosphere.2013.07.089","glomus"
"1854","10.1016/j.chemosphere.2013.07.089"," mosseae"
"1855","10.1016/j.chemosphere.2013.07.089"," arbuscular mycorrhizal (am)"
"1856","10.1016/j.chemosphere.2013.07.089"," glomus caledonium"
"1857","10.1371/journal.pone.0070633","amf inoculation"
"1858","10.1371/journal.pone.0070633"," in irregularis r."
"1859","10.1371/journal.pone.0070633"," arbuscular mycorrhizal"
"1860","10.1371/journal.pone.0070633"," fungus rhizophagus irregularis"
"1861","10.1371/journal.pone.0070633"," amf inoculum"
"1862","10.1371/journal.pone.0070633"," arbuscular mycorrhizal fungi (amf)"
"1863","10.1371/journal.pone.0070633"," rhizophagus irregularis"
"1864","10.1371/journal.pone.0070633"," irregularis"
"1865","10.1371/journal.pone.0070633"," irregularis r."
"1866","10.1093/aob/mct177","glomus mosseae intraradices"
"1867","10.1093/aob/mct177"," mosseae g. intraradices"
"1868","10.1093/aob/mct177"," glomus mosseae"
"1869","10.1093/aob/mct177"," arbuscular mycorrhizal (am)"
"1870","10.1016/j.jenvrad.2013.07.001","arbuscular mycorrhizal (am)"
"1871","10.1016/j.chemosphere.2013.04.093","glomus intraradices"
"1872","10.1016/j.chemosphere.2013.04.093"," glomus mosseae"
"1873","10.1016/j.chemosphere.2013.04.093"," glomus mosseae intraradices gi"
"1874","10.1016/j.chemosphere.2013.04.093"," indigenous mycorrhizas (im)"
"1875","10.1016/j.chemosphere.2013.04.093"," paris"
"1876","10.1016/j.chemosphere.2013.04.093"," glomus mosseae gm intraradices"
"1877","10.1016/j.chemosphere.2013.04.093"," arbuscular mycorrhizal structure"
"1878",NA,"fungus versiforme g."
"1879",NA," arbuscular mycorrhizal fungus glomus versiforme"
"1880",NA," versiforme g."
"1881",NA," arbuscular mycorrhizal fungus"
"1882",NA," versiforme g. c+m"
"1883",NA," versiforme"
"1884",NA," versiforme g. g+m"
"1885","10.1016/s1001-0742(12)60060-6","the mycorrhizal fungus glomus mosseae"
"1886","10.1016/s1001-0742(12)60060-6"," trappe"
"1887","10.1016/s1001-0742(12)60060-6"," glomus mosseae"
"1888","10.1111/nph.12273","arbuscular mycorrhizal inoculum"
"1889","10.1007/s00572-013-0494-y","arbuscular mycorrhizal (am)"
"1890","10.1007/s00572-013-0494-y"," native fungal communities"
"1891","10.1093/aob/mct062",NA
"1892","10.1080/09593330.2012.689369","ectomycorrhizal fungus"
"1893","10.1080/15226514.2012.716099","arbuscular mycorrhizal fungi (amf)"
"1894","10.1093/aob/mct035",NA
"1895","10.1111/pce.12082","arbuscular mycorrhizal fungi (amf)"
"1896","10.1890/11-1715.1",NA
"1897","10.1371/journal.pone.0048669","glomus intraradices"
"1898","10.1371/journal.pone.0048669"," fungal inoculation"
"1899","10.1371/journal.pone.0048669"," arbuscular mycorrhizal (am)"
"1900","10.1371/journal.pone.0048669"," intraradices g."
"1901","10.1007/s00572-012-0460-0","suillus variegatus"
"1902","10.1007/s00572-012-0460-0"," hebeloma velutipes variegatus"
"1903","10.1007/s00572-012-0460-0"," hebeloma velutipes"
"1904","10.1007/s00572-012-0460-0"," velutipes suillus variegatus"
"1905","10.1016/j.jhazmat.2012.08.020","g. mosseae gm versiforme gv"
"1906","10.1016/j.jhazmat.2012.08.020"," glomus geosporum"
"1907","10.1016/j.jhazmat.2012.08.020"," arbuscular mycorrhizal fungi (amf)"
"1908","10.1016/j.jhazmat.2012.08.020"," gg gv"
"1909","10.1016/j.jhazmat.2012.08.020"," geosporum gg"
"1910","10.1016/j.jhazmat.2012.08.020"," gg"
"1911","10.1016/j.jhazmat.2012.08.020"," glomus geosporum gg"
"1912","10.1016/j.jhazmat.2012.08.020"," g. mosseae versiforme"
"1913","10.1016/j.jenvrad.2012.08.004","commercial arbuscular mycorrhizal (am)"
"1914","10.1080/15226514.2011.619230","glomus intraradices"
"1915","10.1080/15226514.2011.619230"," arbuscular mycorrhizal fungi"
"1916","10.1080/15226514.2011.619230"," plants glomus intraradices"
"1917","10.1039/c2em30333g","indigenous arbuscular mycorrhizal (am)"
"1918","10.1039/c2em30333g"," indigenous am fungi"
"1919","10.1007/s11274-011-0823-2","% glomus intraradices"
"1920","10.1007/s11274-011-0823-2"," % pseudomonas fluorescens"
"1921","10.1007/s11274-011-0823-2"," azotobacter chroococcum %"
"1922","10.1007/s11274-011-0823-2"," arbuscular mycorrhizal (am)"
"1923","10.1007/s11274-011-0823-2"," glomus aggregatum"
"1924","10.1007/s11274-011-0823-2"," glomus intraradices"
"1925","10.1007/s11274-011-0823-2"," trichoderma harzianum"
"1926","10.1007/s11274-011-0823-2"," % glomus aggregatum"
"1927","10.1007/s11274-011-0823-2"," chroococcum % intraradices a."
"1928","10.1007/s11274-011-0823-2"," azotobacter chroococcum"
"1929","10.1007/s11274-011-0823-2"," pseudomonas fluorescens"
"1930","10.1007/s11274-011-0823-2"," chroococcum % intraradices g. fluorescencs"
"1931","10.1007/s11274-011-0823-2"," % intraradices g. fluorescencs"
"1932","10.1016/j.jhazmat.2012.05.091","clarum g. occultum"
"1933","10.1016/j.jhazmat.2012.05.091"," clarum g. mixture"
"1934","10.1016/j.jhazmat.2012.05.091"," morrowiae glomus clarum"
"1935","10.1016/j.jhazmat.2012.05.091"," albida g."
"1936","10.1016/j.jhazmat.2012.05.091"," acaulospora morrowiae clarum albida"
"1937","10.1016/j.jhazmat.2012.05.091"," gigaspora albida"
"1938","10.1016/j.jhazmat.2012.05.091"," arbuscular mycorrhizal fungi (amf)"
"1939","10.1016/j.jhazmat.2012.05.091"," paraglomus occultum"
"1940","10.1016/j.jhazmat.2012.05.091"," clarum paraglomus occultum"
"1941","10.1016/j.jhazmat.2012.05.091"," clarum g."
"1942","10.1016/j.jhazmat.2012.05.091"," glomus clarum"
"1943","10.1016/j.jhazmat.2012.05.091"," morrowiae gigaspora albida"
"1944","10.1016/j.jhazmat.2012.05.091"," acaulospora morrowiae"
"1945","10.1007/s00572-012-0448-9","irregulare"
"1946","10.1007/s00572-012-0448-9"," glomus irregulare"
"1947","10.1007/s00572-012-0448-9"," commercial inoculants"
"1948","10.1007/s00572-012-0448-9"," glomus irregulare mosseae"
"1949","10.1007/s00572-012-0448-9"," irregulare g."
"1950","10.1007/s00572-012-0448-9"," glomus mosseae"
"1951","10.1007/s00572-012-0448-9"," amf inoculant"
"1952","10.1007/s00572-012-0448-9"," arbuscular mycorrhizal fungi (amf)"
"1953","10.1007/s00572-012-0448-9"," amf inoculants"
"1954","10.1007/s00572-012-0448-9"," irregulare g. mosseae clarum"
"1955","10.1007/s00572-012-0448-9"," glomus clarum"
"1956","10.1007/s00572-012-0448-9"," irregulare g. clarum"
"1957","10.1007/s00572-012-0448-9"," glomus irregulare clarum"
"1958","10.1007/s00572-012-0448-9"," irregulare g. mosseae"
"1959","10.1016/j.jhazmat.2012.05.044","glomus intraradices"
"1960","10.1016/j.jhazmat.2012.05.044"," arbuscular mycorrhizal fungi (amf)"
"1961","10.1007/s00572-012-0447-x","ralstonia solanacearum"
"1962","10.1007/s00572-012-0447-x"," arbuscular mycorrhizal (am)"
"1963","10.1007/s00572-012-0447-x"," chlamydosporum ralstonia solanacearum smith"
"1964","10.1007/s00572-012-0447-x"," pseudomonas"
"1965","10.1007/s00572-012-0447-x"," fusarium chlamydosporum"
"1966","10.1007/s00572-012-0447-x"," fungus glomus fasciculatum"
"1967","10.1007/s00572-012-0447-x"," fasciculatum g."
"1968","10.1007/s00572-012-0447-x"," glomus fasciculatum"
"1969","10.1007/s00572-012-0447-x"," monteilii fasciculatum g."
"1970","10.1007/s00572-012-0447-x"," fusarium chlamydosporum frag solanacearum"
"1971","10.1007/s00572-012-0447-x"," monteilii"
"1972","10.1007/s00572-012-0447-x"," fungus"
"1973","10.1007/s00572-012-0446-y","cadophora finlandia"
"1974","10.1007/s00572-012-0446-y"," laccaria"
"1975","10.1007/s00572-012-0446-y"," piloderma"
"1976","10.1007/s00572-012-0446-y"," byssoides a."
"1977","10.1007/s00572-012-0446-y"," amphinema byssoides"
"1978","10.1007/s00572-012-0446-y"," sp. amphinema byssoides"
"1979","10.1007/s00572-012-0446-y"," ectomycorrhizal (ecm) ecm"
"1980","10.1007/s00572-012-0446-y"," paxillus involutus"
"1981","10.1890/11-1247.1","hebeloma crustuliniforme"
"1982","10.1890/11-1247.1"," crustuliniforme h."
"1983","10.1890/11-1247.1"," arbuscular mycorrhizal (am)"
"1984","10.1016/j.envpol.2012.04.026","arbuscular mycorrhizal fungi (amf)"
"1985","10.1111/j.1438-8677.2012.00581.x","native am fungi"
"1986","10.1111/j.1438-8677.2012.00581.x"," arbuscular colonisation"
"1987","10.1007/s11270-011-0915-5","ectomycorrhizal fungus"
"1988","10.1007/s11270-011-0915-5"," cereus"
"1989","10.1007/s11270-011-0915-5"," + bacillus cereus"
"1990","10.1007/s11270-011-0915-5"," bacillus cereus"
"1991","10.1007/s11270-011-0915-5"," bacterial"
"1992","10.1007/s11270-011-0915-5"," hebeloma mesophaeum"
"1993","10.1007/s11270-011-0915-5"," cereus b."
"1994","10.1139/w11-140","arbuscular mycorrhizal fungi (amf)"
"1995",NA,"bacillus coagulans harzianum"
"1996",NA," coagulans trichoderma harzianum"
"1997",NA," arbuscular mycorrhizal (am)"
"1998",NA," glomus aggregatum"
"1999",NA," aggregatum+b."
"2000",NA," harzianum g. coagulans+t."
"2001",NA," trichoderma harzianum"
"2002",NA," coagulans b."
"2003",NA," bacillus coagulans"
"2004",NA,"arbuscular mycorrhizae (am)"
"2005",NA," actinomycete"
"2006","10.1016/j.scitotenv.2011.10.053","roseolus r."
"2007","10.1016/j.scitotenv.2011.10.053"," bovinus s."
"2008","10.1016/j.scitotenv.2011.10.053"," ectomycorrhizal fungi"
"2009","10.1016/j.scitotenv.2011.10.053"," bovinus rhizopogon roseolus"
"2010","10.1016/j.scitotenv.2011.10.053"," suillus bovinus"
"2011","10.1016/j.scitotenv.2011.10.053"," suillus bovinus roseolus"
"2012","10.1016/j.scitotenv.2011.10.053"," rhizopogon roseolus"
"2013",NA,NA
"2014","10.1080/15226514.2011.568546","indigenous plants"
"2015","10.1890/10-1915.1","arbuscular mycorrhizal fungi (amf)"
"2016","10.1590/S1517-83822011000300004","arbuscular mycorrhizal fungi"
"2017","10.1007/s00572-011-0391-1","amf inoculation"
"2018","10.1007/s00572-011-0391-1"," funneliformis geosporum"
"2019","10.1007/s00572-011-0391-1"," funneliformis mosseae"
"2020","10.1007/s00572-011-0391-1"," intraradices glomus mosseae"
"2021","10.1007/s00572-011-0391-1"," intraradices mix r."
"2022","10.1007/s00572-011-0391-1"," amf inocula"
"2023","10.1007/s00572-011-0391-1"," glomus constrictum"
"2024","10.1007/s00572-011-0391-1"," intraradices glomus mosseae mix constrictum"
"2025","10.1007/s00572-011-0391-1"," glomus geosporum"
"2026","10.1007/s00572-011-0391-1"," glomus mosseae"
"2027","10.1007/s00572-011-0391-1"," arbuscular mycorrhizal fungi (amf)"
"2028","10.1007/s00572-011-0391-1"," syn intraradices 3 funneliformis mosseae"
"2029","10.1007/s00572-011-0391-1"," mosseae constrictum f."
"2030","10.1007/s00572-011-0391-1"," syn funneliformis constrictum"
"2031","10.1007/s00572-011-0391-1"," intraradices"
"2032","10.1007/s00572-011-0391-1"," syn rhizophagus intraradices"
"2033","10.1007/s00572-011-0391-1"," syn funneliformis constrictum geosporum"
"2034","10.1007/s00572-011-0391-1"," funneliformis constrictum"
"2035","10.1007/s00572-011-0391-1"," intraradices glomus"
"2036","10.1007/s00572-011-0391-1"," glomus constrictum geosporum"
"2037","10.1007/s00572-011-0391-1"," mosseae f."
"2038","10.1007/s00572-011-0391-1"," intraradices constrictum r."
"2039","10.1007/s00572-011-0391-1"," intraradices intraradices glomus mosseae constrictum geosporum geosporum"
"2040","10.1007/s00572-011-0391-1"," rhizophagus intraradices"
"2041","10.1186/1471-2229-11-98",NA
"2042","10.1080/15226510903535056","commercial mycorrhiza"
"2043","10.1080/15226510903353104","glomus"
"2044","10.1080/15226510903353104"," acinetobacteria"
"2045","10.1080/15226510903353104"," arbuscular mycorrhizal fungi (am fungi"
"2046","10.1080/15226511003671353","amf inoculation"
"2047","10.1016/j.scitotenv.2011.04.029","glomus"
"2048","10.1016/j.scitotenv.2011.04.029"," indigenous amf"
"2049","10.1016/j.scitotenv.2011.04.029"," amf inoculum"
"2050","10.1016/j.scitotenv.2011.04.029"," sp. g. intraradices mixture"
"2051","10.1016/j.scitotenv.2011.04.029"," g. intraradices"
"2052","10.1016/j.scitotenv.2011.04.029"," arbuscular mycorrhizal fungi inoculation"
"2053","10.1016/j.ejsobi.2011.03.001","glomus geosporum"
"2054","10.1016/j.ejsobi.2011.03.001"," glomus claroideum geosporum intraradices"
"2055","10.1016/j.ejsobi.2011.03.001"," glomus claroideum"
"2056","10.1016/j.ejsobi.2011.03.001"," glomus intraradices"
"2057","10.1016/j.ejsobi.2011.03.001"," glomus claroideum geosporum mosseae"
"2058","10.1016/j.ejsobi.2011.03.001"," glomus geosporum intraradices"
"2059","10.1016/j.ejsobi.2011.03.001"," glomus mosseae"
"2060","10.1016/j.ejsobi.2011.03.001"," arbuscular mycorrhizal fungi (amf)"
"2061","10.1016/j.ejsobi.2011.03.001"," glomus claroideum mosseae"
"2062","10.1007/s00572-011-0379-x","ectomycorrhizal fungus"
"2063","10.1007/s00572-011-0379-x"," fasciculare h."
"2064","10.1007/s00572-011-0370-6",NA
"2065","10.1007/s00572-011-0372-4","arbuscular mycorrhiza (am)"
"2066","10.1007/s00572-011-0372-4"," sisymbrium loeselii"
"2067","10.1016/j.jenvman.2011.02.015","albus m."
"2068","10.1016/j.jenvman.2011.02.015"," arbuscular mycorrhizal fungi (amf)"
"2069","10.1016/j.jplph.2010.12.019","brasilense a."
"2070","10.1016/j.jplph.2010.12.019"," arbuscular mycorrhizal (am)"
"2071","10.1016/j.jplph.2010.12.019"," azospirillum brasilense"
"2072","10.1016/j.jplph.2010.12.019"," azospirillum brasilense combination"
"2073","10.1016/j.jplph.2010.12.019"," brasilense"
"2074","10.1007/s12011-011-8973-5","arbuscular mycorrhizal fungus (glomus mosseae"
"2075","10.1007/s00122-010-1501-8","arbuscular mycorrhizal fungus (amf)"
"2076","10.1007/s00122-010-1501-8"," glomus intraradices"
"2077","10.1007/s00122-010-1501-8"," intraradices g. non-inoculated"
"2078","10.1007/s00122-010-1501-8"," cepa amf glomus intraradices"
"2079","10.1007/s00572-010-0360-0","mosseae g."
"2080","10.1007/s00572-010-0360-0"," glomus mosseae"
"2081","10.1007/s00572-010-0360-0"," fungi inoculation"
"2082","10.1007/s00572-010-0360-0"," arbuscular mycorrhizal (am)"
"2083","10.1139/w10-096","glomus"
"2084","10.1139/w10-096"," arbuscular mycorrhizas (ams)"
"2085","10.1016/j.scitotenv.2010.12.019","penicillium"
"2086","10.1016/j.scitotenv.2010.12.019"," arbuscular mycorrhizal (am)"
"2087","10.1016/j.scitotenv.2010.12.019"," trappe"
"2088","10.1016/j.scitotenv.2010.12.019"," glomus mosseae"
"2089","10.1016/j.scitotenv.2010.12.019"," dierckx"
"2090","10.1016/j.scitotenv.2010.12.019"," filamentous fungus"
"2091","10.1016/j.scitotenv.2010.12.019"," mosseae g."
"2092","10.1016/j.scitotenv.2010.12.019"," aurantiogriseum"
"2093","10.1016/j.scitotenv.2010.11.020","amf inoculation"
"2094","10.1016/j.scitotenv.2010.11.020"," amf inocula"
"2095","10.1016/j.scitotenv.2010.11.020"," gradient gel electrophoresis dgge"
"2096","10.1016/j.scitotenv.2010.11.020"," arbuscular mycorrhizal fungi (amf)"
"2097",NA,"glomus intraradices etunicatum claroideum"
"2098",NA," glomus intraradices etunicatum"
"2099",NA," glomus claroideum"
"2100",NA," glomus intraradices"
"2101",NA," arbuscular mycorrhizal fungi"
"2102",NA," commercial inoculum"
"2103",NA," glomus etunicatum claroideum"
"2104",NA," arbuscular mycorrhiza"
"2105",NA," glomus etunicatum"
"2106","10.1016/j.envpol.2010.11.035","arbuscular mycorrhizal (am)"
"2107","10.1016/j.phytochem.2010.11.008","glomus intraradices"
"2108","10.1016/j.phytochem.2010.11.008"," glomus mosseae"
"2109","10.1016/j.phytochem.2010.11.008"," trichoderma harzianum"
"2110","10.1016/j.phytochem.2010.11.008"," glomus intraradices mosseae"
"2111","10.1016/j.phytochem.2010.11.008"," intraradices mosseae g."
"2112","10.1016/j.phytochem.2010.11.008"," arbuscular mycorrhizal fungi (amf)"
"2113","10.1007/s00572-010-0343-1","piloderma croceum"
"2114","10.1016/j.envpol.2010.09.032","arbuscular mycorrhizal (am)"
"2115","10.1007/s00572-010-0340-4","amf inoculum"
"2116","10.1007/s00572-010-0340-4"," arbuscular mycorrhizal herb"
"2117","10.1007/s00572-010-0340-4"," arbuscular mycorrhizal fungal (amf)"
"2118","10.1016/j.jhazmat.2010.09.004","glomus caledonium acaulospora zz"
"2119","10.1016/j.jhazmat.2010.09.004"," caledonium"
"2120","10.1016/j.jhazmat.2010.09.004"," caledonium acaulospora"
"2121","10.1016/j.jhazmat.2010.09.004"," glomus caledonium"
"2122","10.1016/j.jhazmat.2010.09.004"," arbuscular mycorrhizal (am)"
"2123","10.1093/aob/mcq170","glomus mosseae intraradices"
"2124","10.1093/aob/mcq170"," mosseae g. intraradices"
"2125","10.1093/aob/mcq170"," glomus mosseae"
"2126","10.1093/aob/mcq170"," arbuscular mycorrhizal fungi (amf)"
"2127","10.1080/15226510903051740","glomus geosporum"
"2128","10.1080/15226510903051740"," mosseae g. gm"
"2129","10.1080/15226510903051740"," indigenous mycorrhiza ("
"2130","10.1080/15226510903051740"," glomus intraradices"
"2131","10.1080/15226510903051740"," glomus mosseae"
"2132","10.1080/15226510903051740"," arbuscular mycorrhizal fungi (amf)"
"2133","10.1080/15226510903051740"," glomus intraradices mosseae"
"2134","10.1080/15226510903051740"," glomus intraradices geosporum mosseae"
"2135","10.1080/15226510903051740"," glomus intraradices geosporum"
"2136","10.1016/j.scitotenv.2010.07.064","arbuscular mycorrhizal fungi (amf)"
"2137","10.1016/j.jenvman.2010.07.008","phanerochaete chrysosporium"
"2138","10.1016/j.jenvman.2010.07.008"," aspergillus niger doc-a chrysosporium"
"2139","10.1016/j.jenvman.2010.07.008"," niger phanerochaete chrysosporium doc-p"
"2140","10.1016/j.jenvman.2010.07.008"," arbuscular mycorrhizal (am)"
"2141","10.1016/j.jenvman.2010.07.008"," aspergillus niger"
"2142","10.1007/s00253-010-2791-0","amf inoculation"
"2143","10.1007/s00253-010-2791-0"," fungus amf glomus caledonium"
"2144","10.1007/s00253-010-2791-0"," caledonium"
"2145","10.1007/s00253-010-2791-0"," indigenous amf"
"2146","10.1007/s00253-010-2791-0"," caledonium g."
"2147","10.1007/s00253-010-2791-0"," glomus caledonium"
"2148","10.1007/s00253-010-2791-0"," arbuscular mycorrhizal fungus (amf)"
"2149","10.1016/j.jhazmat.2010.05.042","indigenous mycorrhizas (im)"
"2150","10.1016/j.jhazmat.2010.05.042"," indigenous mycorrhiza + glomus mosseae"
"2151","10.1016/j.jhazmat.2010.05.042"," arbuscular mycorrhizal (am)"
"2152","10.1016/j.plaphy.2010.04.002","arbuscular mycorrhizal fungi (amf)"
