"","study_id","ECOTYPE"
"2037","10.1007/s00572-005-0022-9"," tropical pine forests"
"2038","10.1007/s00572-005-0022-9"," these tropical pine forests"
"2039","10.1007/s00572-005-0022-9"," these high-elevation tropical pine pine forests"
"2040","10.1007/s00572-005-0022-9"," pinus oaxacana"
"2041","10.1007/s00572-005-0020-y","tree"
"2042","10.1111/j.1469-8137.2005.01490.x",NA
"2043","10.1007/s00572-005-0018-5","these forests"
"2044","10.1007/s00572-005-0018-5"," queensland australia"
"2045","10.1007/s00572-005-0018-5"," trees"
"2046","10.1007/s00572-005-0018-5"," forests both"
"2047","10.1017/s0953756205002832","coleus plants"
"2048","10.1017/s0953756205002832"," forskohlii c."
"2049","10.1007/s00572-005-0003-z","p. inoculated"
"2050","10.1007/s00572-005-0003-z"," barley buckwheat"
"2051","10.1007/s00572-005-0003-z"," strawberry"
"2052","10.1007/s00572-005-0003-z"," glooscap produced"
"2053","10.1007/s00572-005-0003-z"," sweet charlie"
"2054","10.1016/j.chemosphere.2005.01.038","alnus glutinosa"
"2055","10.1016/j.chemosphere.2005.01.038"," black alder"
"2056","10.1016/j.chemosphere.2005.01.038"," glutinosa"
"2057","10.1016/j.chemosphere.2005.01.038"," glutinosa plants a."
"2058","10.1016/j.chemosphere.2005.01.038"," the phytorestoration"
"2059","10.1016/j.envpol.2005.05.009","cynodon dactylon"
"2060","10.1016/j.envpol.2005.05.009"," dactylon c."
"2061","10.1016/j.envpol.2005.05.009"," p. vittata"
"2062","10.1016/j.envpol.2005.05.009"," pteris vittata"
"2063","10.1016/j.envpol.2005.05.005","colonised"
"2064","10.1016/j.envpol.2005.05.005"," t. praecox"
"2065","10.1016/j.envpol.2005.05.005"," thlaspi praecox"
"2066","10.1016/j.envpol.2005.05.005"," brassicaceae)"
"2067","10.1016/j.envint.2005.05.041","tomato plants"
"2068","10.1016/j.chemosphere.2005.01.029","e. crusgalli"
"2069","10.1016/j.chemosphere.2005.01.029"," l. perenne repens"
"2070","10.1016/j.chemosphere.2005.01.029"," repens"
"2071","10.1016/j.chemosphere.2005.01.029"," thunb"
"2072","10.1016/j.chemosphere.2005.01.029"," lolium perenne"
"2073","10.1016/j.chemosphere.2005.01.029"," i. denticulate"
"2074","10.1016/j.chemosphere.2005.01.029"," t. repens"
"2075","10.1016/j.chemosphere.2005.01.029"," echinochloa crusgalli"
"2076","10.1016/j.chemosphere.2005.01.029"," kummerowia striata"
"2077","10.1016/j.chemosphere.2005.01.029"," trifolium"
"2078","10.1016/j.jbiotec.2004.12.009",NA
"2079","10.1016/j.scitotenv.2004.07.015","leek"
"2080","10.1016/j.scitotenv.2004.07.015"," ryegrass"
"2081","10.1016/j.chemosphere.2004.10.009","cannabis sativa"
"2082","10.1007/s00248-003-0131-y","quercus coccifera"
"2083","10.1007/s00248-003-0131-y"," cistus"
"2084","10.1007/s00248-003-0131-y"," q. coccifera"
"2085","10.1007/s00442-004-1777-y","amabilis fir"
"2086","10.1007/s00442-004-1777-y"," ectomycorrhizal forests"
"2087","10.1007/s00442-004-1777-y"," thuja plicata)-hemlock"
"2088","10.1007/s00442-004-1777-y"," forests"
"2089","10.1007/s00442-004-1777-y"," cedar"
"2090","10.1007/s00442-004-1777-y"," forests these"
"2091","10.1007/s00442-004-1777-y"," tsuga heterophylla"
"2092","10.1007/s00442-004-1777-y"," abies amabilis"
"2093","10.1007/s00442-004-1777-y"," red cedar"
"2094","10.1007/s00572-004-0321-6","andropogon virginicus broomsedge"
"2095","10.1007/s00572-004-0321-6"," andropogon virginicus"
"2096","10.1007/s00572-004-0321-6"," morrowiae a."
"2097","10.1016/j.envpol.2004.02.015","p. involutus"
"2098","10.1016/j.envpol.2004.02.015"," rhizopogon subcaerulescens"
"2099","10.1016/j.envpol.2004.02.015"," subcaerulescens r."
"2100","10.1016/j.envpol.2004.02.015"," pinus sylvestris"
"2101","10.1007/s00572-004-0312-7","forest soil"
"2102","10.1007/s00572-004-0312-7"," forest"
"2103","10.1007/s00572-004-0312-7"," norway spruce"
"2104","10.1007/s00572-004-0312-7"," pinus sylvestris"
"2105","10.1128/AEM.70.5.2692-2701.2004","wheat"
"2106","10.1016/S0960-8524(03)00198-6","cymbopogon winterianus"
"2107","10.1016/S0960-8524(03)00198-6"," java citronella"
"2108","10.1046/j.1469-8137.2003.00938.x","plantago lanceolata"
"2109","10.1046/j.1469-8137.2003.00938.x"," monocultures"
"2110","10.1046/j.1469-8137.2003.00938.x"," limestone grassland"
"2111","10.1046/j.1469-8137.2003.00938.x"," festuca ovina"
"2112","10.1046/j.1469-8137.2003.00938.x"," p. lanceolata"
"2113","10.1046/j.1469-8137.2003.00938.x"," carex flacca"
"2114","10.1007/s00572-003-0289-7","fr quel"
"2115","10.1007/s00572-003-0289-7"," scots pine"
"2116","10.1007/s00572-003-0289-7"," sylvestris l. karst"
"2117","10.1007/s00572-003-0289-7"," pinus sylvestris"
"2118","10.2134/jeq2003.2001","basin wildrye"
"2119","10.2134/jeq2003.2001"," leymus cinereus"
"2120","10.1139/w03-073","trifolium"
"2121","10.1139/w03-073"," pratense"
"2122","10.1007/s00572-003-0281-2","arbuscular mycorrhizal am maize inoculated"
"2123","10.1007/s00572-003-0224-y","peperomia"
"2124","10.1007/s00572-003-0224-y"," cloud forests"
"2125","10.1007/s00572-003-0224-y"," epiphytic"
"2126","10.1007/s00572-003-0224-y"," araceae clusiaceae ericaceae piperaceae"
"2127","10.1007/s00572-003-0224-y"," neotropical cloud forests"
"2128","10.1007/s00572-003-0224-y"," terrestrial araceae"
"2129","10.1007/s00572-003-0224-y"," ericaceous plants"
"2130","10.1007/s00572-003-0224-y"," ericaceous"
"2131","10.1007/s00572-003-0224-y"," cavendishia melastomoides"
"2132","10.1007/s00572-003-0224-y"," terrestrial shrubs"
"2133","10.1007/s00572-003-0224-y"," clusiaceae piperaceae"
"2134","10.1007/s00572-003-0224-y"," araceae clusiaceae"
"2135","10.1007/s00572-003-0224-y"," gaultheria erecta"
"2136","10.1007/s00572-003-0224-y"," epiphyte the humboldtii common d."
"2137","10.1007/s00572-003-0224-y"," clusiaceae ericaceae"
"2138","10.1007/s00572-003-0224-y"," araceae clusiaceae ericaceae"
"2139","10.1007/s00572-003-0224-y"," terrestrial araceae clusiaceae clusiaceae"
"2140","10.1007/s00572-003-0274-1","aegyptiaca s. grandiflora"
"2141","10.1007/s00572-003-0274-1"," sesbania aegyptiaca grandiflora"
"2142","10.1007/s00572-003-0265-2","aestivum"
"2143","10.1007/s00572-003-0265-2"," winter wheat cultivars"
"2144","10.1007/s00572-003-0265-2"," wheat grown"
"2145","10.1007/s00572-003-0265-2"," wheat"
"2146","10.1007/s00572-003-0265-2"," triticum"
"2147","10.1007/s00572-002-0213-6","asteraceae family"
"2148","10.1007/s00572-002-0213-6"," berkheya coddii"
"2149","10.1016/s0269-7491(03)00195-7","trifolium"
"2150","10.1016/s0269-7491(03)00195-7"," trifolium repens growing"
"2151","10.1016/s0269-7491(03)00195-7"," trifolium repens"
"2152","10.1046/j.1469-8137.2003.00688.x","brachypodium pinnatum"
"2153","10.1046/j.1469-8137.2003.00688.x"," prunella vulgaris"
"2154","10.1007/s00267-002-2879-0","semiarid"
"2155","10.1007/s00267-002-2879-0"," rhamnus lycioides"
"2156","10.1007/s00267-002-2879-0"," lycioides"
"2157","10.1007/s00267-002-2879-0"," lycioides r."
"2158","10.1093/treephys/23.3.157","forest trees"
"2159","10.1093/treephys/23.3.157"," pinus sylvestris"
"2160","10.1016/s0045-6535(02)00323-5","white rot"
"2161","10.1016/s0045-6535(02)00323-5"," the endodermis"
"2162","10.1016/s0045-6535(02)00323-5"," t. versicolor"
"2163","10.1007/s00442-002-1022-5","trifolium"
"2164","10.1007/s00442-002-1022-5"," t. subterraneum"
"2165","10.1007/s00572-001-0147-4","maize"
"2166","10.1093/jexbot/53.371.1207","grassland"
"2167","10.1093/jexbot/53.371.1207"," lolium perenne"
"2168","10.1093/jexbot/53.371.1177","pea"
"2169","10.1093/jexbot/53.371.1177"," vir7128"
"2170","10.1093/jexbot/53.371.1177"," pisum"
"2171","10.1093/jexbot/53.371.1177"," sativum"
"2172","10.1093/jexbot/53.371.1177"," vir4788 vir7128"
"2173","10.1093/jexbot/53.371.1177"," cv"
"2174","10.1093/jexbot/53.371.1177"," vir4788"
"2175","10.1007/s00572-001-0140-y","bifoliolata tetraberlinia"
"2176","10.1007/s00572-001-0140-y"," adult trees target"
"2177","10.1007/s00572-001-0140-y"," paraberlinia bifoliolata"
"2178","10.1007/s00572-001-0140-y"," brachystegia"
"2179","10.1007/s00572-001-0140-y"," afzelia bipindensis"
"2180","10.1007/s00572-001-0140-y"," adult trees"
"2181","10.1007/s00572-001-0140-y"," bifoliolata bifoliolata tetraberlinia"
"2182","10.1007/s00572-001-0140-y"," afzelia"
"2183","10.1007/s00572-001-0140-y"," paraberlinia bifoliolata bifoliolata"
"2184","10.3732/ajb.89.2.337","asteraceae]"
"2185","10.3732/ajb.89.2.337"," colubrina oppositifolia"
"2186","10.3732/ajb.89.2.337"," rhamnaceae"
"2187","10.3732/ajb.89.2.337"," sesbania tomentosa fabaceae"
"2188","10.3732/ajb.89.2.337"," bidens sandvicensis"
"2189","10.3732/ajb.89.2.337"," tomentosa fabaceae oppositifolia"
"2190","10.3732/ajb.89.2.337"," hawaiian"
"2191","10.3732/ajb.89.2.337"," hawaiian plants"
"2192","10.1046/j.0028-646X.2001.00265.x","bovinus mycorrhizas"
"2193","10.1046/j.0028-646X.2001.00265.x"," radicle apices"
"2194","10.1046/j.0028-646X.2001.00265.x"," wilcoxina mikolae paxillus involutus"
"2195","10.1046/j.0028-646X.2001.00265.x"," scots pine"
"2196","10.1046/j.0028-646X.2001.00265.x"," wilcoxina mikolae"
"2197","10.1046/j.0028-646X.2001.00265.x"," pinus sylvestris"
"2198","10.1078/0944-5013-00095","grass"
"2199","10.1078/0944-5013-00095"," cymbopogon martinii"
"2200","10.1007/s005720100122","allium cepa cv"
"2201","10.1007/s005720100122"," allium cepa cepa l. cv"
"2202","10.1007/s005720100122"," onion plants"
"2203","10.1007/s005720100122"," onion"
"2204","10.1093/jexbot/51.347.1117","nardus stricta"
"2205","10.1093/jexbot/51.347.1117"," nardus root"
"2206","10.1093/jexbot/51.347.1117"," calluna was"
"2207","10.1093/jexbot/51.347.1117"," nardus"
"2208","10.1093/jexbot/51.347.1117"," calluna vulgaris"
"2209","10.1093/jexbot/51.347.1117"," calluna"
"2210","10.1093/jexbot/51.347.1117"," dwarf shrub"
"2211","10.1046/j.1469-8137.1999.00471.x","t. terrestris"
"2212","10.1046/j.1469-8137.1999.00471.x"," p. involutus"
"2213","10.1046/j.1469-8137.1999.00471.x"," pinus sylvestris"
"2214","10.1007/s004420050685","prunella vulgaris"
"2215",NA,"mount st."
"2216",NA," pumice plain"
"2217",NA," dead lupine"
"2218",NA," pioneer species"
"2219","10.1007/s005720050190","p. fortinii"
"2220","10.1007/s005720050190"," pinus contorta"
"2221","10.1007/s005720050190"," p. fortinii-inoculated"
"2222","10.1046/j.1469-8137.1997.00786.x","anthyllis cytisoides"
"2223","10.1046/j.1469-8137.1997.00786.x"," pioneer legume"
"2224",NA,"aristida liatris"
"2225",NA," sandhill"
"2226",NA," fire-sensitive biennial"
"2227",NA," burning"
"2228",NA," liatris tenuifolia"
"2229",NA," aristida stricta"
"2230",NA," pityopsis graminifolia"
"2231",NA," balduina angustifolia"
"2232",NA," laevigata graminifolia"
"2233",NA," the balduina angustifolia tap-rooted"
"2234",NA,"centrolobium tomentosum"
"2235",NA," leguminous trees"
"2236",NA," forest soil"
"2237",NA," tomentosum c."
"2238",NA," eucalyptus"
"2239",NA," eucalyptus forest"
"2240","10.1016/0269-7491(95)00081-x","germinating"
"2241","10.1016/0269-7491(95)00081-x"," subterranean clover"
"2242","10.1016/0269-7491(95)93444-5","andropogon gerardii"
"2243","10.1016/0269-7491(94)90188-0","andropogon gerardii arundinacea"
"2244","10.1016/0269-7491(94)90188-0"," arundinacea f."
"2245","10.1016/0269-7491(94)90188-0"," andropogon gerardii"
"2246","10.1016/0269-7491(94)90188-0"," festuca arundinacea"
"2247","10.1016/0269-7491(94)90188-0"," gerardii a."
"2248","10.1104/pp.101.3.1063","citrus volkameriana"
"2249","10.1104/pp.101.3.1063"," volkamer lemon"
"2250","10.1007/BF00317489","lotus corniculatus"
"2251","10.1007/BF01225356","tamarindus indica"
"2252","10.1111/j.1469-8137.1990.tb00376.x","laccata l."
"2253","10.1111/j.1469-8137.1990.tb00376.x"," p. tinctorius"
"2254","10.1111/j.1469-8137.1990.tb00376.x"," pers coker amp"
"2255","10.1111/j.1469-8137.1990.tb00376.x"," eucalyptus diversicolor"
"2256","10.1111/j.1469-8137.1990.tb00376.x"," p."
"2257","10.1111/j.1469-8137.1990.tb00376.x"," diversicolor f. muell."
"2258","10.1111/j.1469-8137.1990.tb00376.x"," pisolithus tinctorius"
"2259","10.1111/j.1469-8137.1990.tb00376.x"," maculata laccata l."
"2260",NA,"soybean"
"2261",NA," missouri"
"2262",NA," soybean"
"2263",NA," soybeans"
"2264",NA," essex' soybeans"
"2265",NA," glycine"
